anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,algo,engine_id,direction_bank_source,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,margin_aug,feedback_weight
49,natops_train_0,3,0,8,1.0,0.1,0.1,1.0,3.1207551796996666,0.99999999999,6.241510359405575,lraes,lraes,lraes,0.00044561286405553536,0.9087924725212335,1.174705885411381,0.31442095235309286,6.402223110198975,0.998344876424566
127,natops_train_10,5,0,8,-1.0,0.1,0.1,1.0,3.68939525035967,0.99999999999,7.37879050072672,lraes,lraes,lraes,0.0004412580748090061,1.3184502473806794,1.2055962167193166,0.32506778178719814,7.858042240142822,0.9996135193653074
11,natops_train_100,5,0,4,-1.0,0.1,0.1,1.0,3.86034130662901,0.99999999999,7.720682613265741,lraes,lraes,lraes,0.00044038697294364126,1.4678564438992852,1.2270162875242405,0.34461148876879566,8.548755645751953,0.9998062514576408
111,natops_train_101,3,0,1,-1.0,0.1,0.1,1.0,2.792949072101968,0.99999999999,5.585898144209523,lraes,lraes,lraes,0.00043811763973615676,0.8014305396644033,1.147158544437975,0.26346169009561726,6.4011688232421875,0.9983431334219085
143,natops_train_102,1,0,7,1.0,0.1,0.1,1.0,2.4256249110926844,0.99999999999,4.851249822190221,lraes,lraes,lraes,0.000451459390028159,4.772907549761946,1.4723918208060442,0.5944759939456566,3.462935209274292,0.9696145636498367
95,natops_train_103,0,0,6,-1.0,0.1,0.1,1.0,2.373890014111715,0.99999999999,4.747780028228179,lraes,lraes,lraes,0.0004450796728211419,4.341320955039689,1.3227885540339008,0.4821797374186974,4.2842512130737305,0.9864034747814555
76,natops_train_104,1,0,1,-1.0,0.1,0.1,1.0,2.31610784161473,0.99999999999,4.632215683234093,lraes,lraes,lraes,0.0004452621215209822,4.647490430550532,1.49140721663711,0.5960105408315239,-0.7795238494873047,0.3144225164706231
46,natops_train_105,1,0,7,1.0,0.1,0.1,1.0,1.8685916950471948,0.99999999999,3.737183390098127,lraes,lraes,lraes,0.00045057543015117324,4.7610207638337085,1.4355401441025697,0.5611136968598306,4.588366508483887,0.989932920196316
5,natops_train_106,1,0,1,1.0,0.1,0.1,1.0,2.7337434955332967,0.99999999999,5.467486991072061,lraes,lraes,lraes,0.00045257994405153415,4.253895969260659,1.429811127837881,0.5593848523795538,5.594306945800781,0.9962948036415344
67,natops_train_108,4,0,7,-1.0,0.1,0.1,1.0,2.9619038556152817,0.99999999999,5.9238077112364875,lraes,lraes,lraes,0.00044292036505148694,0.8706007710679319,1.2401198062827896,0.4128698811174661,7.23032283782959,0.9992762372138166
88,natops_train_109,3,0,4,1.0,0.1,0.1,1.0,2.875117345822872,0.99999999999,5.750234691651495,lraes,lraes,lraes,0.0004466839768524082,1.8919828932406604,1.1564308941694017,0.3051175885342337,5.512487888336182,0.9959801706156359
26,natops_train_11,0,0,3,1.0,0.1,0.1,1.0,2.502390924278207,0.99999999999,5.004781848561419,lraes,lraes,lraes,0.0004450081816769057,4.554158232970859,1.2723000150390453,0.44586060818022344,5.946117401123047,0.9973908478652963
31,natops_train_110,2,0,9,-1.0,0.1,0.1,1.0,3.1399303381089525,0.99999999999,6.279860676224185,lraes,lraes,lraes,0.0004441282560470547,4.23239509792966,1.1868847703122043,0.280899310674816,6.880825042724609,0.9989737581220713
14,natops_train_111,3,0,6,-1.0,0.1,0.1,1.0,3.4472511332038196,0.99999999999,6.894502266414534,lraes,lraes,lraes,0.00044244833118060797,0.9611179801440332,1.226379636792148,0.35460777852166087,5.264620304107666,0.9948552491409444
93,natops_train_112,0,0,7,-1.0,0.1,0.1,1.0,2.6223533855690566,0.99999999999,5.244706771143359,lraes,lraes,lraes,0.0004418976827371748,3.826647634367099,1.2068226126295918,0.3606221580478576,5.012792587280273,0.9933916604446348
75,natops_train_113,2,0,0,-1.0,0.1,0.1,1.0,2.1653365203798063,0.99999999999,4.330673040763943,lraes,lraes,lraes,0.00044478645272343905,5.2054001244759736,1.414279902431207,0.525105320097905,4.032537937164307,0.9825795745328009
92,natops_train_116,4,0,7,-1.0,0.1,0.1,1.0,3.4088177450174215,0.99999999999,6.817635490041662,lraes,lraes,lraes,0.0004423873903520111,1.2006967011314094,1.2150013109007742,0.38711700438301017,7.337828636169434,0.9993499614480156
60,natops_train_118,2,0,8,-1.0,0.1,0.1,1.0,2.8796693631136785,0.99999999999,5.759338726233117,lraes,lraes,lraes,0.0004413644992976005,3.8793103658379695,1.2256985127288396,0.33002964898117015,3.9450595378875732,0.9810172530991869
114,natops_train_119,5,0,2,1.0,0.1,0.1,1.0,4.035723499209713,0.99999999999,8.071446998427497,lraes,lraes,lraes,0.0004486667916289749,1.9596995776291743,1.3442233291859096,0.48108799574567107,7.39178466796875,0.9993840844963423
116,natops_train_12,3,0,3,1.0,0.1,0.1,1.0,2.6910328822415917,0.99999999999,5.382065764488566,lraes,lraes,lraes,0.0004441920059426443,1.1198644954283004,1.2721542464991769,0.40700464982885187,4.770979404449463,0.9915990946259383
120,natops_train_120,2,0,3,1.0,0.1,0.1,1.0,2.0409731424457935,0.99999999999,4.081946284895669,lraes,lraes,lraes,0.00044733791463465,4.20785987356271,1.406486847862968,0.5466083202472242,4.4018707275390625,0.9878939583866323
62,natops_train_121,0,0,1,-1.0,0.1,0.1,1.0,2.5573565495885857,0.99999999999,5.1147130991822864,lraes,lraes,lraes,0.0004420123682311733,3.914664726700338,1.3634811272147078,0.46867632936227394,5.422367572784424,0.9956027438081875
