dataset,dataset_role,seed,mode,candidate_window_count,safe_window_count,accepted_window_count,accept_rate,source_trial_coverage,class_balance_proxy,mean_purity_drop_accepted,mean_local_continuity_ratio_accepted,mean_radial_gain_accepted,mean_margin_gain_accepted,mean_local_knn_margin_gain_accepted,low_coverage_class_count,low_coverage_class_rate,pool_type,object_mode,informative_gate,knn_reference_set,margin_center_reference,local_knn_margin_reference,coverage_guard_mode,window_to_rebasis_mode,scope_note
selfregulationscp1,main,1,t6b_dual_role_policy,1608.0,854.0,854.0,0.5310945273631841,0.9950248756218906,0.9234234234234234,-0.045433255269320856,1.0043389117905106,0.016693252160551546,-2.1225223065303293e-05,0.0007030836266635051,0.0,0.0,window_conditioned_feedback_pool,window_level,safety_only,orig_train_only_windows,orig_train_only_window_class_centers,orig_train_only_windows_excluding_current_window_for_same_class,"max(8, ceil(0.05 * safe_window_count_class))",length1_pseudo_sequence,This window-conditioned feedback-pool evaluation measures rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
natops,anchor,1,t6b_dual_role_policy,675.0,503.0,503.0,0.7451851851851852,0.9851851851851852,0.9534883720930233,-0.040159045725646124,1.0000653931875383,0.004980462237341908,6.969615768429518e-05,0.0003876571794119424,0.0,0.0,window_conditioned_feedback_pool,window_level,safety_only,orig_train_only_windows,orig_train_only_window_class_centers,orig_train_only_windows_excluding_current_window_for_same_class,"max(8, ceil(0.05 * safe_window_count_class))",length1_pseudo_sequence,This window-conditioned feedback-pool evaluation measures rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
