dataset,seed,status,fail_reason,requested_k_dir,effective_k_dir,num_classes,latent_dim,train_size,aug_total_count,algo,model,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1
selfregulationscp2,1,success,,10,6,2,28,160,160,lraes,patchtst,0.4582855015357885,0.42634363686995264,-0.03194186466583587,-6.96985996478911,100,38,0.6247654784240151,0.595959595959596
selfregulationscp2,2,success,,10,6,2,28,160,160,lraes,patchtst,0.5371603829114905,0.48203842940685043,-0.05512195350464005,-10.261729084364283,19,20,0.6247654784240151,0.55
selfregulationscp2,3,success,,10,6,2,28,160,160,lraes,patchtst,0.42957547613818203,0.4662754767626955,0.03670000062451345,8.543316394856705,21,21,0.6647324306898775,0.6190476190476191
