dataset,label,arm,prototype_geometry_mode,subproto_temperature,run_dir,local_acc,final_acc,final_override_rate,helpful_override_rate,harmful_override_rate,subproto_weight_entropy_mean,same_weight_max_mean,subproto_cos_top1_top2_gap_mean,subproto_top1_occupancy_entropy,subproto_usage_effective_count,subproto_pairwise_cos_mean
cricket,center_subproto_tau0.5,e2,center_subproto,0.5,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p5_cricket_seed1,0.9861111111111112,0.9861111111111112,0.0,0.0,0.0,0.998423715432485,0.2681434808505906,0.02230787815319167,0.9710293833872471,3.8425359745788716,0.5794686724742254
cricket,center_subproto_tau0.2,e2,center_subproto,0.2,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p2_cricket_seed1,0.9861111111111112,0.9861111111111112,0.0,0.0,0.0,0.9907636882530318,0.29599157762196326,0.02155210677948263,0.9754324344564792,3.8660622537494485,0.5743230829636256
cricket,center_subproto_tau0.1,e2,center_subproto,0.1,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p1_cricket_seed1,0.9861111111111112,0.9861111111111112,0.0,0.0,0.0,0.9686801847484376,0.33877598411507076,0.020733466785815027,0.9850540650962063,3.917974832097688,0.5732664465904236
handwriting,E0,e0,flat,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e0/stage2_resnet1d_e0_behavioral_handwriting_seed1,,0.591764705882353,,,,,,,,,
handwriting,center_only,e2,center_only,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_only_handwriting_seed1,0.5258823529411765,0.5576470588235294,0.04823529411764706,0.007058823529411765,0.010588235294117647,0.0,1.0,0.0,0.0,1.0,1.0
handwriting,center_subproto_tau1.0,e2,center_subproto,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau1p0_handwriting_seed1,0.5376470588235294,0.5752941176470588,0.05058823529411765,0.007058823529411765,0.01647058823529412,0.999420418809442,0.26188655067892636,0.03243280243347673,0.990171518503331,3.945868935953427,0.4812944164642921
handwriting,center_subproto_tau0.5,e2,center_subproto,0.5,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p5_handwriting_seed1,0.5270588235294118,0.56,0.047058823529411764,0.007058823529411765,0.01647058823529412,0.9978141753112568,0.27381700687548693,0.03311405997065937,0.9764969340982318,3.8717716515722014,0.48324235127522397
handwriting,center_subproto_tau0.2,e2,center_subproto,0.2,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p2_handwriting_seed1,0.5411764705882353,0.5694117647058824,0.0611764705882353,0.009411764705882352,0.018823529411764704,0.9855913339642918,0.31256643554743596,0.0329713741996709,0.9912701274539798,3.951883054740806,0.4795011201730141
handwriting,center_subproto_tau0.1,e2,center_subproto,0.1,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p1_handwriting_seed1,0.5411764705882353,0.5776470588235294,0.04941176470588235,0.009411764705882352,0.01764705882352941,0.9457221907026627,0.3780703725183711,0.03379291846471674,0.9837019825917724,3.910637919627222,0.48210500180721283
ering,E0,e0,flat,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e0/stage2_resnet1d_e0_behavioral_ering_seed1,,0.8555555555555555,,,,,,,,,
ering,center_only,e2,center_only,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_only_ering_seed1,0.8629629629629629,0.8888888888888888,0.003703703703703704,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ering,center_subproto_tau1.0,e2,center_subproto,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau1p0_ering_seed1,0.8592592592592593,0.8925925925925926,0.014814814814814815,0.007407407407407408,0.007407407407407408,0.9994696926187586,0.26218820832393785,0.034602719931690784,0.9284779498473635,3.6224252000771626,0.6414537330468496
ering,center_subproto_tau0.5,e2,center_subproto,0.5,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p5_ering_seed1,0.8555555555555555,0.8888888888888888,0.011111111111111112,0.003703703703703704,0.007407407407407408,0.9978703536369182,0.2746843811538484,0.034664516206140875,0.9285623257700847,3.6228489394488714,0.6413831015427908
ering,center_subproto_tau0.2,e2,center_subproto,0.2,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p2_ering_seed1,0.8555555555555555,0.8888888888888888,0.007407407407407408,0.0,0.007407407407407408,0.9866374070997591,0.31372019571286663,0.034765021447782166,0.9182279511134981,3.571316269760047,0.6414948205153147
ering,center_subproto_tau0.1,e2,center_subproto,0.1,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p1_ering_seed1,0.8592592592592593,0.8888888888888888,0.007407407407407408,0.0,0.007407407407407408,0.9479143893277203,0.3810349272357093,0.034670344602178646,0.9284779498473635,3.6224252000771626,0.6413934528827667
motorimagery,E0,e0,flat,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e0/stage2_resnet1d_e0_behavioral_motorimagery_seed1,,0.5,,,,,,,,,
motorimagery,center_only,e2,center_only,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_only_motorimagery_seed1,0.54,0.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
motorimagery,center_subproto_tau1.0,e2,center_subproto,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau1p0_motorimagery_seed1,0.55,0.55,0.0,0.0,0.0,0.9986781173944473,0.2619473537802696,0.015191492848098278,0.9472598991714345,3.717982032574565,0.4845104515552521
motorimagery,center_subproto_tau0.5,e2,center_subproto,0.5,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p5_motorimagery_seed1,0.51,0.53,0.02,0.0,0.02,0.993340147137642,0.2828703248500824,0.03154717773199081,0.55871032462376,2.1695873160379024,0.41917331516742706
motorimagery,center_subproto_tau0.2,e2,center_subproto,0.2,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p2_motorimagery_seed1,0.54,0.54,0.02,0.01,0.01,0.9653331387042999,0.3229625630378723,0.021477942764759065,0.8143286800048084,3.092250853201021,0.46745818853378296
motorimagery,center_subproto_tau0.1,e2,center_subproto,0.1,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p1_motorimagery_seed1,0.49,0.51,0.0,0.0,0.0,0.9080893331766129,0.3840419980883598,0.02441150840371847,0.7367106259868402,2.776796115307339,0.41901974380016327
ethanolconcentration,E0,e0,flat,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e0/stage2_resnet1d_e0_behavioral_ethanolconcentration_seed1,,0.27756653992395436,,,,,,,,,
ethanolconcentration,center_only,e2,center_only,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_only_ethanolconcentration_seed1,0.2623574144486692,0.2965779467680608,0.030418250950570342,0.0076045627376425855,0.015209125475285171,0.0,1.0,0.0,0.0,1.0,1.0
ethanolconcentration,center_subproto_tau1.0,e2,center_subproto,1.0,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau1p0_ethanolconcentration_seed1,0.2737642585551331,0.28517110266159695,0.053231939163498096,0.019011406844106463,0.019011406844106463,0.9990644815303527,0.26535881041573933,0.035849578907012146,0.9741549650448758,3.8592217149612686,0.7005395293235779
ethanolconcentration,center_subproto_tau0.5,e2,center_subproto,0.5,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p5_ethanolconcentration_seed1,0.2813688212927757,0.2813688212927757,0.049429657794676805,0.011406844106463879,0.015209125475285171,0.995986476597224,0.28489351476553276,0.04793310501814568,0.997386309617216,3.985532848605178,0.7001388967037201
ethanolconcentration,center_subproto_tau0.2,e2,center_subproto,0.2,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p2_ethanolconcentration_seed1,0.2623574144486692,0.2813688212927757,0.019011406844106463,0.0076045627376425855,0.0076045627376425855,0.9787327128218154,0.32562558936528835,0.03544083943222242,0.9275634084756385,3.6178355141832905,0.7002593725919724
ethanolconcentration,center_subproto_tau0.1,e2,center_subproto,0.1,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_dlcr_behavioral_matrix_20260418/e2/stage2_resnet1d_e2_center_subproto_tau0p1_ethanolconcentration_seed1,0.28517110266159695,0.2509505703422053,0.030418250950570342,0.015209125475285171,0.0038022813688212928,0.898713079015565,0.43651620335452,0.04619240529920212,0.8076397820060931,3.063709619278116,0.7001085132360458
