dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir
atrialfibrillation,1,success,lraes,resnet1d,act,0.2929292929292929,0.16666666666666666,-0.12626262626262622,-43.10343356124164,15,15,1.0,0.16666666666666666,0.00012847921482038715,0.027043200829360053,1.092708622107209,0.13994439831922606,0.9999999999899997,1.0436398830928968,0.0,0.0,12,12,10,9
atrialfibrillation,2,success,lraes,resnet1d,act,0.16666666666666666,0.32051282051282054,0.15384615384615388,92.30763692311018,15,15,0.16666666666666666,0.5555555555555555,0.00012852149885558863,0.03330476999515926,1.091164186945951,0.1332831060818689,0.9999999999899997,1.0337744315478616,0.0,0.0,12,12,10,9
atrialfibrillation,3,success,lraes,resnet1d,act,0.3722943722943723,0.37777777777777777,0.005483405483405479,1.472867821435115,15,15,0.5555555555555555,0.16666666666666666,0.0001299150022290972,0.03241789967072337,1.0920651926865572,0.13971877729916796,0.9999999999899997,0.8437962467856867,0.0,0.0,12,12,10,9
