dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
fingermovements,1,0.56,0.56,316,100,28,50,50,dataset_provided_train_test_full_sequence
