anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,edit_mode,edit_basis,edit_alpha_scale,edit_alpha,edit_norm,edit_energy,edit_basis_fro_norm,edit_status_code,transport_error_fro,transport_error_logeuc,recolor_transport_error_fro,recolor_transport_error_logeuc,bridge_cond_A,margin_aug
102,handwriting_train_0,20,0,2,-1.0,0.1,0.05030212907882678,1.0,0.05030212907882678,0.5030212907832375,0.10060425815775417,line,whitened_pca,0.25,3.072051431861127,3.0720514318611265,0.24999999999997963,1.0,1.0,0.5733250428739802,0.5754364005148083,0.5733250428739802,0.5754364005148083,1.0471523850483724,1.4391824007034302
78,handwriting_train_1,21,0,2,1.0,0.1,0.1,1.0,0.22657721214046153,0.99999999999,0.45315442428137626,line,whitened_pca,0.25,3.072051431861127,3.0720514318611274,0.24999999999997968,0.9999999999999999,1.0,1.115002946643354,0.44624662309750324,1.115002946643354,0.44624662309750324,1.0959288830047857,1.4042644500732422
35,handwriting_train_10,5,0,4,-1.0,0.1,0.0696751215855737,1.0,0.0696751215855737,0.6967512158487693,0.13935024317128675,line,whitened_pca,0.25,3.072051431861127,3.0720514318611265,0.24999999999997963,1.0,1.0,0.5732020694308195,0.5753750568789765,0.5732020694308195,0.5753750568789765,1.067980419953973,2.3515706062316895
105,handwriting_train_100,18,0,0,-1.0,0.1,0.07507222020323844,1.0,0.07507222020323844,0.750722202024877,0.15014444040662703,line,whitened_pca,0.25,3.072051431861127,3.072051431861128,0.24999999999997974,1.0,1.0,1.12537813439539,0.5754023758656823,1.12537813439539,0.5754023758656823,1.0633160236224874,-0.2944759726524353
21,handwriting_train_101,12,0,7,-1.0,0.1,0.1,1.0,0.17898903340837535,0.99999999999,0.3579780668171087,line,whitened_pca,0.25,3.072051431861127,3.0720514318611265,0.24999999999997963,1.0,1.0,0.7645756073687027,0.5751480079961265,0.7645756073687027,0.5751480079961265,1.0923283258324286,1.317950963973999
65,handwriting_train_102,25,0,4,-1.0,0.1,0.1,1.0,0.16767621704093907,0.99999999999,0.33535243408221355,line,whitened_pca,0.25,3.072051431861127,3.0720514318611287,0.2499999999999798,1.0,1.0,1.169572545604985,0.575340534183297,1.169572545604985,0.575340534183297,1.1048352086731996,1.7507107257843018
39,handwriting_train_104,3,0,5,1.0,0.1,0.1,0.9999999403953552,0.11289394215945352,0.99999999999,0.22578787086112617,line,whitened_pca,0.25,3.072051431861127,3.0720514318611265,0.24999999999997963,0.9999999999999999,1.0,0.6441849373164878,0.5753718305991015,0.6441849373164878,0.5753718305991015,1.0860511849942427,-0.999471127986908
8,handwriting_train_105,21,0,6,1.0,0.1,0.1,0.9999999403953552,0.11986636907335539,0.99999999999,0.2397327238577658,line,whitened_pca,0.25,3.072051431861127,3.0720514318611296,0.24999999999997988,0.9999999999999999,1.0,0.7640982748052151,0.44605400092613134,0.7640982748052151,0.44605400092613134,1.0903609622727417,1.404914379119873
103,handwriting_train_106,17,0,2,-1.0,0.1,0.1,1.0,0.19097434427064192,0.99999999999,0.3819486885416658,line,whitened_pca,0.25,3.072051431861127,3.0720514318611265,0.24999999999997963,1.0,1.0,0.9327216691895155,0.44613003418488256,0.9327216691895155,0.44613003418488256,1.0980258085684904,0.279247522354126
116,handwriting_train_107,8,0,7,1.0,0.1,0.09924265813375785,1.0,0.09924265813375785,0.9924265813276542,0.1984853162677142,line,whitened_pca,0.25,3.072051431861127,3.072051431861127,0.24999999999997966,1.0,1.0,0.8044924880110483,0.5753247406053361,0.8044924880110483,0.5753247406053361,1.0911939563868278,-0.579879105091095
54,handwriting_train_108,14,0,7,-1.0,0.1,0.07441719661619578,1.0,0.07441719661619578,0.744171966154516,0.1488343932325404,line,whitened_pca,0.25,3.072051431861127,3.0720514318611247,0.24999999999997946,1.0,1.0,1.195451750300564,0.44623383811044726,1.195451750300564,0.44623383811044726,1.0670785366943496,1.0961036682128906
88,handwriting_train_110,22,0,4,1.0,0.1,0.07091538979422383,1.0,0.07091538979422383,0.7091538979351467,0.1418307795885895,line,whitened_pca,0.25,3.072051431861127,3.0720514318611287,0.2499999999999798,1.0,1.0,0.6948741366647923,0.5754247406024918,0.6948741366647923,0.5754247406024918,1.0691976441988849,-0.11954677104949951
