anchor_index,candidate_local_index,tid,y,delta_norm_raw,delta_norm_safe,safe_radius_ratio,manifold_margin,direction_id,sign,ray_id,tier_label,tier_ratio,safe_upper_bound,gamma_used,aug_index,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,alignment_cosine,is_conflict,entropy_orig,entropy_aug,entropy_shift,probe_margin_aug,probe_feedback_weight,margin_aug,feedback_weight
0,0,atrialfibrillation_train_0,0,0.07073530618324787,0.07073530618324787,0.24999999999911646,0.565882449466549,7,1.0,0,small,0.25,0.2829412166351514,0.07073530415878786,0,0.0001283944587974436,0.0239409056175074,1.094037652922697,0.12710355038954782,-0.15030062198638916,1.0,1.0210435390472412,1.019291639328003,-0.0017518997192382812,-1.012493371963501,0.26649218797683716,-1.012493371963501,0.26649218797683716
0,1,atrialfibrillation_train_0,0,0.14147061236649575,0.14147061236649575,0.4999999999982329,0.565882449466549,7,1.0,0,mid,0.5,0.2829412166351514,0.1414706083175757,1,0.00013224338464102277,0.023821127107761242,1.1969380198783683,0.2553359758718941,-0.14710968732833862,1.0,1.0210435390472412,1.0175857543945312,-0.003457784652709961,-1.0210819244384766,0.2648167014122009,-1.0210819244384766,0.2648167014122009
0,2,atrialfibrillation_train_0,0,0.2546471022596924,0.2546471022596924,0.8999999999968192,0.565882449466549,7,1.0,0,edge,0.9,0.2829412166351514,0.2546470949716363,2,0.00014375430196894112,0.02356510729082814,1.3818851478584557,0.467082481648719,-0.1419679820537567,1.0,1.0210435390472412,1.0149545669555664,-0.006088972091674805,-1.0336719751358032,0.26237285137176514,-1.0336719751358032,0.26237285137176514
1,0,atrialfibrillation_train_12,2,0.1632511210967253,0.1632511210967253,0.24999999999961717,1.3060089687751084,0,1.0,1,small,0.25,0.653004493385897,0.16325112334647424,3,0.00014458863380476019,0.002254177305314946,1.0594339373900492,0.17881565819516726,0.00905589573085308,0.0,1.074094295501709,1.0751748085021973,0.0010805130004882812,0.31155627965927124,0.5772650837898254,0.31155627965927124,0.5772650837898254
1,1,atrialfibrillation_train_12,2,0.3265022421934506,0.3265022421934506,0.49999999999923433,1.3060089687751084,0,1.0,1,mid,0.5,0.653004493385897,0.3265022466929485,4,0.00016518095643424017,0.002301695009185078,1.1224022978269221,0.38715277368841505,0.007088831625878811,0.0,1.074094295501709,1.0758330821990967,0.0017387866973876953,0.3347991108894348,0.5829266309738159,0.3347991108894348,0.5829266309738159
1,2,atrialfibrillation_train_12,2,0.5877040359482112,0.5877040359482112,0.8999999999986218,1.3060089687751084,0,1.0,1,edge,0.9,0.653004493385897,0.5877040440473073,5,0.00020646574765735917,0.0023644482515667404,1.2309982083888709,0.7951148416687276,0.00397499930113554,0.0,1.074094295501709,1.0758824348449707,0.0017881393432617188,0.3756923973560333,0.5928337574005127,0.3756923973560333,0.5928337574005127
2,0,atrialfibrillation_train_4,0,0.06617624773535145,0.06617624773535145,0.24999999999905556,0.529409981883341,8,1.0,2,small,0.25,0.26470498576482515,0.06617624644120629,6,0.00012856420868659506,0.01795554848628491,1.0715043480759303,0.09834283384497156,-0.157218337059021,1.0,1.0365474224090576,1.0342137813568115,-0.0023336410522460938,-0.9090328216552734,0.2871977686882019,-0.9090328216552734,0.2871977686882019
2,1,atrialfibrillation_train_4,0,0.1323524954707029,0.1323524954707029,0.4999999999981111,0.529409981883341,8,1.0,2,mid,0.5,0.26470498576482515,0.13235249288241258,7,0.00013149252254345716,0.018032738403113164,1.1480452471610592,0.19826165395682233,-0.15107190608978271,1.0,1.0365474224090576,1.031837821006775,-0.004709601402282715,-0.9217836260795593,0.2845946252346039,-0.9217836260795593,0.2845946252346039
2,2,atrialfibrillation_train_4,0,0.2382344918472652,0.2382344918472652,0.8999999999966001,0.529409981883341,8,1.0,2,edge,0.9,0.26470498576482515,0.23823448718834264,8,0.00013950197873678028,0.01812233251216079,1.2817830809918374,0.36339169449202735,-0.1410728543996811,1.0,1.0365474224090576,1.0279899835586548,-0.008557438850402832,-0.941217303276062,0.28065451979637146,-0.941217303276062,0.28065451979637146
3,0,atrialfibrillation_train_1,0,0.06185789188537483,0.06185789188537483,0.2499999999989896,0.49486313508349355,1,-1.0,3,small,0.25,0.24743156285421994,0.061857890713554985,9,0.00012078531135803263,0.0270335069645967,1.0132631664655305,0.06181907521984699,-0.41980302333831787,1.0,1.0367332696914673,1.034801721572876,-0.0019315481185913086,-0.9086741209030151,0.2872712314128876,-0.9086741209030151,0.2872712314128876
3,1,atrialfibrillation_train_1,0,0.12371578377074965,0.12371578377074965,0.4999999999979792,0.49486313508349355,1,-1.0,3,mid,0.5,0.24743156285421994,0.12371578142710997,10,0.00011461908670037019,0.0267339342553296,1.026711800682543,0.12061600265436813,-0.4193379282951355,1.0,1.0367332696914673,1.0328590869903564,-0.00387418270111084,-0.9212956428527832,0.28469395637512207,-0.9212956428527832,0.28469395637512207
3,2,atrialfibrillation_train_1,0,0.22268841078734938,0.22268841078734938,0.8999999999963627,0.49486313508349355,1,-1.0,3,edge,0.9,0.24743156285421994,0.22268840656879796,11,0.00010539143950448194,0.026223911668515783,1.0485995217444088,0.20880008199601238,-0.4185965061187744,1.0,1.0367332696914673,1.0297471284866333,-0.006986141204833984,-0.9409146308898926,0.28071561455726624,-0.9409146308898926,0.28071561455726624
4,0,atrialfibrillation_train_14,2,0.18823443399940493,0.18823443399940493,0.249999999999668,1.505875471996745,8,-1.0,4,small,0.25,0.7529377212731413,0.18823443031828532,12,0.00013480549534919953,0.11914672510941139,1.254886410310588,0.3224095993565759,0.31607359647750854,0.0,1.0457651615142822,1.0447834730148315,-0.0009816884994506836,0.1310267150402069,0.5327098965644836,0.1310267150402069,0.5327098965644836
4,1,atrialfibrillation_train_14,2,0.37646886799880985,0.37646886799880985,0.499999999999336,1.505875471996745,8,-1.0,4,mid,0.5,0.7529377212731413,0.37646886063657065,13,0.00015846457299254814,0.11460137025212119,1.5763067099392012,0.6679138861009157,0.3155299425125122,0.0,1.0457651615142822,1.0430362224578857,-0.0027289390563964844,0.18216995894908905,0.5454169511795044,0.18216995894908905,0.5454169511795044
4,2,atrialfibrillation_train_14,2,0.6776439623978576,0.6776439623978576,0.8999999999988046,1.505875471996745,8,-1.0,4,edge,0.9,0.7529377212731413,0.6776439491458272,14,0.00022455338488499066,0.10531650787156391,2.2679800086008264,1.3361776191531873,0.31433162093162537,0.0,1.0457651615142822,1.0383894443511963,-0.0073757171630859375,0.26873379945755005,0.5667819976806641,0.26873379945755005,0.5667819976806641
5,0,atrialfibrillation_train_10,2,0.16282862015137864,0.16282862015137864,0.24999999999961617,1.3026289612123316,0,1.0,5,small,0.25,0.6513144895812204,0.1628286223953051,15,0.0001444335549142704,0.10041265154339656,1.0602242672267919,0.17808578840647693,0.2229558825492859,0.0,1.0208625793457031,1.018648624420166,-0.0022139549255371094,0.4669748544692993,0.6146674752235413,0.4669748544692993,0.6146674752235413
5,1,atrialfibrillation_train_10,2,0.3256572403027573,0.3256572403027573,0.49999999999923234,1.3026289612123316,0,1.0,5,mid,0.5,0.6513144895812204,0.3256572447906102,16,0.00016488886483468024,0.10320198177858685,1.1240705971559857,0.38576553607285247,0.22175195813179016,0.0,1.0208625793457031,1.0163748264312744,-0.004487752914428711,0.49039334058761597,0.6201990842819214,0.49039334058761597,0.6201990842819214
5,2,atrialfibrillation_train_10,2,0.586183032544963,0.586183032544963,0.8999999999986181,1.3026289612123316,0,1.0,5,edge,0.9,0.6513144895812204,0.5861830406230983,17,0.00020599399586522006,0.10686988359039758,1.234226868174198,0.792818755392455,0.2197074443101883,0.0,1.0208625793457031,1.0126140117645264,-0.008248567581176758,0.5273107290267944,0.6288557052612305,0.5273107290267944,0.6288557052612305
6,0,atrialfibrillation_train_7,1,0.10876184980902612,0.10876184980902612,0.24999999999942538,0.8700947984730791,1,1.0,6,small,0.25,0.4350473909946795,0.10876184774866987,18,0.00013961214462185635,0.02899647082584361,1.0301454329749833,0.1201771245319061,-0.22409506142139435,1.0,1.0419656038284302,1.0397779941558838,-0.0021876096725463867,-0.30978965759277344,0.42316609621047974,-0.30978965759277344,0.42316609621047974
6,1,atrialfibrillation_train_7,1,0.21752369961805224,0.21752369961805224,0.49999999999885075,0.8700947984730791,1,1.0,6,mid,0.5,0.4350473909946795,0.21752369549733974,19,0.0001532693048062729,0.029464157567048423,1.061179785819305,0.2525123530062449,-0.22472918033599854,1.0,1.0419656038284302,1.0373283624649048,-0.004637241363525391,-0.3431795835494995,0.4150373041629791,-0.3431795835494995,0.4150373041629791
6,2,atrialfibrillation_train_7,1,0.39154265931249405,0.39154265931249405,0.8999999999979313,0.8700947984730791,1,1.0,6,edge,0.9,0.4350473909946795,0.39154265189521154,20,0.00017825123008824532,0.030133070253590997,1.1127134992950976,0.4929109841176832,-0.22575370967388153,1.0,1.0419656038284302,1.0330076217651367,-0.008957982063293457,-0.3952487111091614,0.4024543762207031,-0.3952487111091614,0.4024543762207031
7,0,atrialfibrillation_train_3,0,0.1022055437118067,0.1022055437118067,0.2499999999993885,0.8176443496952714,7,1.0,7,small,0.25,0.40882216314664627,0.10220554078666157,21,0.00012926964768823738,0.005743224363902532,1.1252986237409603,0.16703002330747152,-0.009741896763443947,1.0,1.05122971534729,1.0555716753005981,0.0043419599533081055,-0.7322102785110474,0.3247098922729492,-0.7322102785110474,0.3247098922729492
7,1,atrialfibrillation_train_3,0,0.2044110874236134,0.2044110874236134,0.499999999998777,0.8176443496952714,7,1.0,7,mid,0.5,0.40882216314664627,0.20441108157332313,22,0.000135896628778807,0.0057383562416804855,1.2661026043502943,0.3365829667156699,-0.006056136451661587,1.0,1.05122971534729,1.0592899322509766,0.008060216903686523,-0.7075700759887695,0.3301360011100769,-0.7075700759887695,0.3301360011100769
7,2,atrialfibrillation_train_3,0,0.3679399573625042,0.3679399573625042,0.8999999999977987,0.8176443496952714,7,1.0,7,edge,0.9,0.40882216314664627,0.36793994683198167,23,0.00015525863511165925,0.005698884913264688,1.5280871002034169,0.6227322299372482,-0.00011440645903348923,1.0,1.05122971534729,1.0637404918670654,0.01251077651977539,-0.6668983697891235,0.3391916751861572,-0.6668983697891235,0.3391916751861572
8,0,atrialfibrillation_train_8,1,0.10461767656162124,0.10461767656162124,0.2499999999994026,0.836941412493807,7,1.0,8,small,0.25,0.4184706942697613,0.10461767356744033,24,0.0001302822373134742,0.013517524713588065,1.151650359022276,0.2000939140731144,0.21563807129859924,0.0,1.0585832595825195,1.0572911500930786,-0.001292109489440918,0.08228142559528351,0.520558774471283,0.08228142559528351,0.520558774471283
8,1,atrialfibrillation_train_8,1,0.20923535312324248,0.20923535312324248,0.4999999999988052,0.836941412493807,7,1.0,8,mid,0.5,0.4184706942697613,0.20923534713488065,25,0.0001398018845122109,0.013538018888432559,1.3254740617952352,0.40459211439868276,0.2146349400281906,0.0,1.0585832595825195,1.055772066116333,-0.0028111934661865234,0.118349090218544,0.5295527577400208,0.118349090218544,0.5295527577400208
8,2,atrialfibrillation_train_8,1,0.3766236356218365,0.3766236356218365,0.8999999999978493,0.836941412493807,7,1.0,8,edge,0.9,0.4184706942697613,0.37662362484278517,26,0.00016688316618148166,0.01349839690457017,1.656515836405022,0.7564670806734671,0.21270234882831573,0.0,1.0585832595825195,1.052877426147461,-0.005705833435058594,0.17429430782794952,0.5434635877609253,0.17429430782794952,0.5434635877609253
9,0,atrialfibrillation_train_9,1,0.061857891885374834,0.061857891885374834,0.2499999999989896,0.49486313508349355,5,-1.0,9,small,0.25,0.2474315693231571,0.061857892330789276,27,0.00012651719857248577,0.025657154148164975,1.054575554502425,0.07518003504718361,-0.11525110900402069,1.0,0.9505159854888916,0.9514682292938232,0.0009522438049316406,0.8486930131912231,0.7002928853034973,0.8486930131912231,0.7002928853034973
9,1,atrialfibrillation_train_9,1,0.12371578377074967,0.12371578377074967,0.4999999999979792,0.49486313508349355,5,-1.0,9,mid,0.5,0.2474315693231571,0.12371578466157855,28,0.00012671433965438664,0.02583160786499656,1.1121016657082632,0.14888567680619647,-0.11720430105924606,1.0,0.9505159854888916,0.9525032043457031,0.0019872188568115234,0.8452683091163635,0.6995735764503479,0.8452683091163635,0.6995735764503479
9,2,atrialfibrillation_train_9,1,0.22268841078734938,0.22268841078734938,0.8999999999963626,0.49486313508349355,5,-1.0,9,edge,0.9,0.2474315693231571,0.2226884123908414,29,0.00012892948005543023,0.02608764307046795,1.210643592961301,0.264669926069756,-0.12040020525455475,1.0,0.9505159854888916,0.9543144702911377,0.0037984848022460938,0.8391627669334412,0.6982888579368591,0.8391627669334412,0.6982888579368591
10,0,atrialfibrillation_train_6,1,0.09943521409789043,0.09943521409789043,0.24999999999937147,0.795481712783919,3,-1.0,10,small,0.25,0.397740854023817,0.09943521350595425,30,0.00012289110825625658,0.010621787600913797,1.0647157043961062,0.09612785244036819,0.266637921333313,0.0,1.0591974258422852,1.0572487115859985,-0.001948714256286621,0.20057439804077148,0.5499761700630188,0.20057439804077148,0.5499761700630188
10,1,atrialfibrillation_train_6,1,0.19887042819578085,0.19887042819578085,0.49999999999874295,0.795481712783919,3,-1.0,10,mid,0.5,0.397740854023817,0.1988704270119085,31,0.00011990184315904543,0.010683129015290208,1.1336294089627856,0.18466367453054136,0.2666972279548645,0.0,1.0591974258422852,1.0549662113189697,-0.00423121452331543,0.24011720716953278,0.5597425103187561,0.24011720716953278,0.5597425103187561
10,2,atrialfibrillation_train_6,1,0.3579667707524055,0.3579667707524055,0.8999999999977373,0.795481712783919,3,-1.0,10,edge,0.9,0.397740854023817,0.3579667686214353,32,0.00011767936051608535,0.010776735271933607,1.2532843921025338,0.3125731308835586,0.2667860984802246,0.0,1.0591974258422852,1.0508081912994385,-0.00838923454284668,0.2990223169326782,0.5742034912109375,0.2990223169326782,0.5742034912109375
11,0,atrialfibrillation_train_11,2,0.07573257374964625,0.07573257374964625,0.24999999999917474,0.6058605899977758,3,1.0,11,small,0.25,0.30293029319524595,0.07573257329881149,33,0.0001316838185550743,0.0137262105853541,1.0516545889914248,0.08228442310566345,0.22059738636016846,0.0,0.989237904548645,0.9906853437423706,0.001447439193725586,-0.6873548626899719,0.33462175726890564,-0.6873548626899719,0.33462175726890564
11,1,atrialfibrillation_train_11,2,0.1514651474992925,0.1514651474992925,0.4999999999983495,0.6058605899977758,3,1.0,11,mid,0.5,0.30293029319524595,0.15146514659762297,34,0.00013712198795766718,0.013698875143367524,1.1060075733547923,0.1702822590958798,0.2211587131023407,0.0,0.989237904548645,0.9922473430633545,0.0030094385147094727,-0.6758018732070923,0.3371989130973816,-0.6758018732070923,0.3371989130973816
11,2,atrialfibrillation_train_11,2,0.27263726549872647,0.27263726549872647,0.8999999999970291,0.6058605899977758,3,1.0,11,edge,0.9,0.30293029319524595,0.27263726387572135,35,0.0001481054655004095,0.013646270911757094,1.1989103152946177,0.32426821418711477,0.22203856706619263,0.0,0.989237904548645,0.9949730634689331,0.005735158920288086,-0.6561105847358704,0.3416138291358948,-0.6561105847358704,0.3416138291358948
