dataset,seed,candidate_total_count,step_tier_count,E_w_small,admission_small,tier_margin_mean_small,tier_transport_error_logeuc_mean_small,tier_alignment_cosine_mean_small,tier_count_small,E_w_mid,admission_mid,tier_margin_mean_mid,tier_transport_error_logeuc_mean_mid,tier_alignment_cosine_mean_mid,tier_count_mid,E_w_edge,admission_edge,tier_margin_mean_edge,tier_transport_error_logeuc_mean_edge,tier_alignment_cosine_mean_edge,tier_count_edge
atrialfibrillation,1,36,3,0.6061843708933642,0.5833333333333334,0.9295089344183604,0.026808749285994707,-0.00883854522059361,12,0.5988729170057923,0.5833333333333334,0.9357844293117523,0.02648845057388546,-0.0084077970435222,12,0.5811654648665959,0.5833333333333334,0.8650600264469782,0.025840406584226885,-0.007636077236384153,12
