dataset,best_phase2_baseline,best_phase2_overall_mean_f1,best_phase2_f1,csta_top1_current,csta_group_template_top,best_phase2_minus_csta_top1,best_phase2_minus_csta_group
atrialfibrillation,wdba_sameclass,0.6679222249312298,0.3112763779430446,0.17670847670847667,0.1291033585151232,0.1345679012345679,0.18217301942792138
ering,wdba_sameclass,0.6679222249312298,0.7726425828702798,0.837231988455564,0.7834727436167497,-0.06458940558528425,-0.010830160746469919
handmovementdirection,wdba_sameclass,0.6679222249312298,0.36940528831465413,0.2754524178509126,0.2688544678780615,0.09395287046374151,0.10055082043659264
handwriting,wdba_sameclass,0.6679222249312298,0.40327345356016026,0.46049183816916345,0.476070456900701,-0.05721838460900319,-0.07279700334054073
japanesevowels,wdba_sameclass,0.6679222249312298,0.9748549646117772,0.97049413005379,0.9698710284725901,0.004360834557987192,0.004983936139187128
natops,wdba_sameclass,0.6679222249312298,0.9471451759840152,0.9607853534384795,0.9659304125637961,-0.01364017745446433,-0.01878523657978093
racketsports,wdba_sameclass,0.6679222249312298,0.8968577312346774,0.8721055206171656,0.8922015072213133,0.02475221061751176,0.004656224013364074
