dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,direction_bank_source
atrialfibrillation,1,success,lraes,resnet1d,act,0.21367521367521367,0.14814814814814814,-0.06552706552706553,-30.66665231467338,15,15,0.2222222222222222,0.2222222222222222,0.00012866264265056515,0.027141021934056823,1.0875955872194434,0.13930408659934482,0.9999999999899997,1.0436398830928968,0.0,0.0,12,12,10,9,lraes
atrialfibrillation,2,success,lraes,resnet1d,act,0.24019607843137256,0.24019607843137256,0.0,0.0,15,15,0.5555555555555555,0.5555555555555555,0.00012783058108884049,0.03306126965975852,1.0762513349219878,0.12249810481798044,0.9999999999899997,1.0337744315478616,0.0,0.0,12,12,10,9,lraes
atrialfibrillation,3,success,lraes,resnet1d,act,0.16666666666666666,0.16666666666666666,0.0,0.0,15,15,0.5555555555555555,0.5555555555555555,0.0001289530873070738,0.03253169682756794,1.0769594629072867,0.12421394294364185,0.9999999999899997,0.8437962467856867,0.0,0.0,12,12,10,9,lraes
