dataset,seed,candidate_total_count,step_tier_count,E_w_small,admission_small,tier_margin_mean_small,tier_transport_error_logeuc_mean_small,tier_alignment_cosine_mean_small,tier_count_small,E_w_mid,admission_mid,tier_margin_mean_mid,tier_transport_error_logeuc_mean_mid,tier_alignment_cosine_mean_mid,tier_count_mid,E_w_edge,admission_edge,tier_margin_mean_edge,tier_transport_error_logeuc_mean_edge,tier_alignment_cosine_mean_edge,tier_count_edge
heartbeat,3,489,3,0.7064043458857695,0.754601226993865,4.26666777961707,9.525543339654538,0.00023490471795395564,163,0.7104182316150575,0.7607361963190185,4.150021109184384,9.527585976068854,0.0002888354238556938,163,0.7079611266671582,0.7607361963190185,4.488789062635346,9.530869598388014,0.00037324024604324914,163
