dataset,same_backbone_no_shaping_mean,same_backbone_no_shaping_std,local_shaping_mean,local_shaping_std,delta_test_macro_f1_mean,delta_within_compactness_mean,delta_between_separation_mean,delta_nearest_margin_mean,delta_temporal_stability_mean,local_step_distortion_ratio_mean,local_step_distortion_ratio_p95_mean,margin_gain_mean,admitted_margin_mean_before,admitted_same_dist_mean_before,margin_to_score_conversion_mean,static_linear_mean,dense_dynamic_gru_mean,raw_minirocket_mean
selfregulationscp1,0.6348324609194174,0.0,0.6417880330923809,0.0,0.006955572172963498,-2.2529757939926398e-05,8.863185541674312e-05,8.197911243776335e-06,6.938806664025243e-06,1.571430982901715,2.373063231153215,0.012313353118890303,-0.1123485972610135,0.6796488124144543,847.4229272688073,0.5243506493506493,0.4981999930096816,0.6792310680525963
