dataset,seed,same_backbone_no_shaping_test_macro_f1,same_backbone_no_shaping_val_macro_f1,local_shaping_test_macro_f1,local_shaping_val_macro_f1,delta_test_macro_f1,static_linear_test_macro_f1,dense_dynamic_gru_test_macro_f1,raw_minirocket_test_macro_f1,before_within_compactness,after_within_compactness,before_between_separation,after_between_separation,before_nearest_margin,after_nearest_margin,before_temporal_stability,after_temporal_stability,delta_within_compactness,delta_between_separation,delta_nearest_margin,delta_temporal_stability,shaped_window_count,shaped_window_ratio,epsilon_local_mean,epsilon_local_p95,local_step_distortion_ratio_mean,local_step_distortion_ratio_p95,margin_gain_mean,admitted_margin_mean_before,admitted_same_dist_mean_before,margin_to_score_conversion
selfregulationscp1,1,0.6348324609194174,0.6378378378378378,0.6417880330923809,0.6378378378378378,0.006955572172963498,0.5243506493506493,0.4981999930096816,0.6792310680525963,0.8314574258202932,0.8314348960623533,1.0785648288097307,1.0786534606651474,0.006380796159907236,0.0063889940711510124,0.9886758675243031,0.9886828063309672,-2.2529757939926398e-05,8.863185541674312e-05,8.197911243776335e-06,6.938806664025243e-06,64,0.0004434651256253551,0.056730021515344085,0.07160595029366289,1.571430982901715,2.373063231153215,0.012313353118890303,-0.1123485972610135,0.6796488124144543,847.4229272688073
