dataset,base_pia_config,config_id,seed,raw_test_macro_f1,base_pia_test_macro_f1,refined_test_macro_f1,delta_vs_raw,delta_vs_base_pia
natops,g100_k2_pb100,g100_k2_pb100__axis2s070_pb090,1,0.7246165118439256,0.7294270910097308,0.7161571613484047,-0.008459350495520934,-0.013269929661326119
natops,g100_k2_pb100,g100_k2_pb100__axis2s070_pb095,1,0.7246165118439256,0.7294270910097308,0.7124818626047419,-0.012134649239183726,-0.01694522840498891
natops,g100_k2_pb100,g100_k2_pb100__axis2s070_pb100,1,0.7246165118439256,0.7294270910097308,0.7180352780842977,-0.006581233759627936,-0.01139181292543312
natops,g100_k2_pb100,g100_k2_pb100__axis2s075_pb090,1,0.7246165118439256,0.7294270910097308,0.7109876079387788,-0.013628903905146816,-0.018439483070952
natops,g100_k2_pb100,g100_k2_pb100__axis2s075_pb095,1,0.7246165118439256,0.7294270910097308,0.7143839567757437,-0.010232555068181881,-0.015043134233987066
natops,g100_k2_pb100,g100_k2_pb100__axis2s075_pb100,1,0.7246165118439256,0.7294270910097308,0.7125336415857516,-0.012082870258174006,-0.01689344942397919
natops,g100_k2_pb100,g100_k2_pb100__axis2s080_pb090,1,0.7246165118439256,0.7294270910097308,0.7107662513839998,-0.013850260459925767,-0.01866083962573095
natops,g100_k2_pb100,g100_k2_pb100__axis2s080_pb095,1,0.7246165118439256,0.7294270910097308,0.6961142782416488,-0.028502233602276772,-0.033312812768081956
natops,g100_k2_pb100,g100_k2_pb100__axis2s080_pb100,1,0.7246165118439256,0.7294270910097308,0.7024520414226297,-0.02216447042129588,-0.026975049587101063
