dataset,seed,arm,status,pipeline,mba_candidate_mode,feedback_margin_polarity,base_f1,act_f1,gain,candidate_total_count,aug_total_count,step_tier_count,feedback_weight_mean,feedback_reject_frac,last_aug_margin_mean,transport_error_logeuc_mean,candidate_audit_csv,tier_summary_csv,ray_summary_csv,E_w_small,E_w_mid,E_w_edge,admission_small,admission_mid,admission_edge,tier_margin_mean_small,tier_margin_mean_mid,tier_margin_mean_edge,tier_transport_error_logeuc_mean_small,tier_transport_error_logeuc_mean_mid,tier_transport_error_logeuc_mean_edge,tier_alignment_cosine_mean_small,tier_alignment_cosine_mean_mid,tier_alignment_cosine_mean_edge,alignment_small_mean,alignment_mid_mean,alignment_edge_mean
atrialfibrillation,3,mba_wide,success,mba,step_tiers,easy,0.32051282051282054,0.14035087719298245,-0.1801619433198381,36,36,3,0.0,0.0,0.0,0.03219322420282804,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide/atrialfibrillation/audit/atrialfibrillation_s3_widened_candidates.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide/atrialfibrillation/audit/atrialfibrillation_s3_tier_summary.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide/atrialfibrillation/audit/atrialfibrillation_s3_ray_summary.csv,0.45157743493715924,0.4544907510280609,0.4592858552932739,0.5,0.5,0.5,-0.2098707022766272,-0.19830130909880003,-0.1791537714501222,0.03241715727202325,0.03230391596057607,0.03185859937588479,0.014545725348095099,0.01511270614961783,0.015969617913166683,0.014545725348095099,0.01511270614961783,0.015969617913166683
atrialfibrillation,3,mba_wide_feedback_easy,success,mba_feedback,step_tiers,easy,0.16666666666666666,0.16666666666666666,0.0,36,36,3,0.3333333432674408,0.6666666666666666,-4.672852993011475,0.03326360791371745,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_easy/atrialfibrillation/audit/atrialfibrillation_s3_widened_candidates.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_easy/atrialfibrillation/audit/atrialfibrillation_s3_tier_summary.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_easy/atrialfibrillation/audit/atrialfibrillation_s3_ray_summary.csv,0.47351291642922516,0.4751981334381019,0.477980359627533,0.5,0.5,0.5,-0.29909051266084946,-0.26186085762973466,-0.20432639706672928,0.03285872425770164,0.033236322579163306,0.033695776904287426,0.06392807160348941,0.06502144255985816,0.06672431078429024,0.06392807160348941,0.06502144255985816,0.06672431078429024
atrialfibrillation,3,mba_wide_feedback_hard,success,mba_feedback,step_tiers,hard,0.16666666666666666,0.2878787878787879,0.12121212121212124,36,36,3,0.4738025665283203,0.4166666666666667,0.13592922687530518,0.03204752751463,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_hard/atrialfibrillation/audit/atrialfibrillation_s3_widened_candidates.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_hard/atrialfibrillation/audit/atrialfibrillation_s3_tier_summary.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_hard/atrialfibrillation/audit/atrialfibrillation_s3_ray_summary.csv,0.505514809932334,0.5047999865721177,0.5038729330390749,0.5,0.5,0.5,-0.02960537399419329,-0.024511851737219273,-0.018014103195376024,0.0323212949187285,0.03214816600668081,0.03167312161848065,0.022102343539396923,0.023772908995548885,0.026432458000878494,0.022102343539396923,0.023772908995548885,0.026432458000878494
heartbeat,1,mba,success,mba,core,easy,0.6162566901315616,0.6148484848484849,-0.0014082052830767244,163,163,0,0.0,0.0,0.0,9.57715828586903,,,,,,,,,,,,,,,,,,,,,
heartbeat,1,mba_feedback_easy,success,mba_feedback,core,easy,0.6549286291408565,0.6731665440274712,0.018237914886614748,163,163,0,0.8090932369232178,0.20245398773006135,7.286148548126221,9.58029568497946,,,,,,,,,,,,,,,,,,,,,
heartbeat,1,mba_wide,success,mba,step_tiers,easy,0.6748838374001837,0.6438911407064274,-0.03099269669375626,489,489,3,0.0,0.0,0.0,9.573732190472178,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide/heartbeat/audit/heartbeat_s1_widened_candidates.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide/heartbeat/audit/heartbeat_s1_tier_summary.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide/heartbeat/audit/heartbeat_s1_ray_summary.csv,0.9029527929114418,0.9038259149329063,0.9036693902103448,0.9754601226993865,0.9754601226993865,0.9754601226993865,3.5177634982792148,3.525329709281585,3.5314354845351237,9.575751403919375,9.573932318723832,9.57151284877333,0.0004362887710024334,0.00046212978209683134,0.0005020000421916323,0.0004362887710024334,0.00046212978209683134,0.0005020000421916323
heartbeat,1,mba_wide_feedback_easy,success,mba_feedback,step_tiers,easy,0.6549286291408565,0.6556437534995554,0.0007151243586989153,489,489,3,0.7601103782653809,0.23958333333333334,10.538674354553223,9.570495372553154,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_easy/heartbeat/audit/heartbeat_s1_widened_candidates.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_easy/heartbeat/audit/heartbeat_s1_tier_summary.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_easy/heartbeat/audit/heartbeat_s1_ray_summary.csv,0.721301622511001,0.7335492612907273,0.7365264103543252,0.7730061349693251,0.803680981595092,0.7791411042944786,4.358747759718097,4.525119104786419,4.480878026423552,9.574347937225378,9.571045246306971,9.56609293412711,0.001630652855518931,0.0016710165137442206,0.0017426917936504344,0.001630652855518931,0.0016710165137442206,0.0017426917936504344
heartbeat,1,mba_wide_feedback_hard,success,mba_feedback,step_tiers,hard,0.6549286291408565,0.642063492063492,-0.012865137077364475,489,489,3,0.1969674825668335,0.8645833333333334,2.5405960083007812,9.587830082776179,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_hard/heartbeat/audit/heartbeat_s1_widened_candidates.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_hard/heartbeat/audit/heartbeat_s1_tier_summary.csv,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/mba_step_tier_widening_v1/mba_wide_feedback_hard/heartbeat/audit/heartbeat_s1_ray_summary.csv,0.3207025804780525,0.32049801323997784,0.31995322645965163,0.147239263803681,0.10429447852760736,0.1411042944785276,1.2759962653124342,1.2485616173586416,1.2626521029630218,9.582153306835231,9.586743071115674,9.594593870377636,0.002057643972574362,0.002164963044139037,0.00233158915899294,0.002057643972574362,0.002164963044139037,0.00233158915899294
heartbeat,2,mba,success,mba,core,easy,0.569327731092437,0.6660633484162897,0.09673561732385272,163,163,0,0.0,0.0,0.0,9.60982663009338,,,,,,,,,,,,,,,,,,,,,
heartbeat,2,mba_feedback_easy,success,mba_feedback,core,easy,0.6354209417494323,0.6245421245421245,-0.010878817207307767,163,163,0,0.7856689691543579,0.1901840490797546,4.668677806854248,9.608375554384233,,,,,,,,,,,,,,,,,,,,,
