dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
atrialfibrillation,1,0.0,0.0,15,15,2,640,640,dataset_provided_train_test_full_sequence
