dataset,seed,stage,mode,within_prototype_compactness,between_prototype_separation,nearest_prototype_margin,temporal_assignment_stability,prototype_family_dispersion
natops,1,before_fast,prototype_memory,4.758645925542442,9.347560495450905,1.212169935540465,0.9893719806763287,8.7565885521043
natops,1,post_fast_geometry,prototype_memory,4.767897383725581,9.35438640417962,1.2098290499694258,0.9893719806763287,8.76259891172607
natops,1,refit_only_geometry,prototype_memory,4.779807037161672,9.343771787980456,1.1929573201886676,0.9890499194847021,8.752716905624835
natops,1,delayed_refresh_geometry,prototype_memory,4.7838735631323335,9.401585489166537,1.1978460464210419,0.9893719806763287,8.806630183932523
