dataset,seed,terminal,baseline_0_test_macro_f1,f1_fast_mainline_test_macro_f1,r0_post_fast_refit_no_rebuild_test_macro_f1,p0b_lite_delayed_refresh_test_macro_f1,refit_only_delta_vs_f1,delayed_refresh_delta_vs_f1,delayed_refresh_delta_vs_r0,f1_response_vs_margin_correlation,r0_response_vs_margin_correlation,p0b_response_vs_margin_correlation,f1_activation_coverage_ratio,r0_activation_coverage_ratio,p0b_activation_coverage_ratio,f1_template_mean_direction_cosine,r0_template_mean_direction_cosine,p0b_template_mean_direction_cosine,second_pass_template_mean_direction_cosine,post_fast_geometry_within_compactness,post_fast_geometry_between_separation,post_fast_geometry_margin,post_fast_geometry_temporal_stability,delayed_refresh_within_compactness,delayed_refresh_between_separation,delayed_refresh_margin,delayed_refresh_temporal_stability,geometry_rebuild_window_count,geometry_rebuild_prototype_count
natops,1,dynamic_gru,0.8286955114786415,0.8233096409695645,0.8342066500764799,0.8068106134752102,0.010897009106915378,-0.01649902749435428,-0.027396036601269658,-0.06181198789561836,-0.08549978154920058,-0.07716615182267031,0.001388888888888889,0.00034722222222222224,0.03981481481481482,0.08608425128425212,-0.0803808091199241,0.07004445973807306,0.07004445973807306,4.767897383725581,9.35438640417962,1.2098290499694258,0.9893719806763287,4.7838735631323335,9.401585489166537,1.1978460464210419,0.9893719806763287,192,24
