dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
libras,1,0.9166666666666666,0.9157415402632796,180,180,2,45,45,dataset_provided_train_test_full_sequence
