dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1,selected_anchor_count,selected_positive_count,candidate_total_count,hard_positive_score_mean,fidelity_score_mean,acl_last_ce_loss,acl_last_supcon_loss
libras,1,success,lraes,resnet1d,gcg_acl,0.008333333333333333,0.03672771672771672,0.02839438339438339,0.00012880842187132716,0.2525567127819504,1.0705973271232123,0.11679277240543645,0.9624510953111565,0.5275506714835869,-0.005624334879636687,0.5095486111111112,1,1,340.7285119904568,0.007017543859649122,0.011764705882352943,144,144,1152,0.6295543888783518,0.8338697977090251,1.962173170513577,2.3099746969011097
