dataset,seed,terminal,baseline_0_test_macro_f1,f1_fast_mainline_test_macro_f1,r0_post_fast_refit_no_rebuild_test_macro_f1,p0b_lite_delayed_refresh_test_macro_f1,refit_only_delta_vs_f1,delayed_refresh_delta_vs_f1,delayed_refresh_delta_vs_r0,f1_response_vs_margin_correlation,r0_response_vs_margin_correlation,p0b_response_vs_margin_correlation,f1_activation_coverage_ratio,r0_activation_coverage_ratio,p0b_activation_coverage_ratio,f1_template_mean_direction_cosine,r0_template_mean_direction_cosine,p0b_template_mean_direction_cosine,second_pass_template_mean_direction_cosine,post_fast_geometry_within_compactness,post_fast_geometry_between_separation,post_fast_geometry_margin,post_fast_geometry_temporal_stability,delayed_refresh_within_compactness,delayed_refresh_between_separation,delayed_refresh_margin,delayed_refresh_temporal_stability,geometry_rebuild_window_count,geometry_rebuild_prototype_count
uwavegesturelibrary,1,dynamic_minirocket,0.7193076937678575,0.7195937417139298,0.6949878675004137,0.7099922124726188,-0.02460587421351601,-0.009601529241310969,0.015004344972205041,0.050362458330944895,0.07574352669469353,0.1572727623965955,0.24882321236076177,0.2160707869205893,0.18024613726194755,-0.1152263980845448,0.06618837096028964,0.018423227535531925,0.018423227535531925,2.384975516277559,4.6140161622248845,-0.13454247366168462,0.9811287477954145,2.4046540418410807,4.646402641420761,-0.13998650324466494,0.9805555555555555,256,32
