dataset,seed,arm,response_vs_margin_correlation,activation_coverage_ratio,margin_gain_per_unit_distortion,template_mean_direction_cosine,operator_to_step_ratio_mean,preactivation_clip_rate,gate_saturation_ratio,budget_scale_factor
uwavegesturelibrary,1,f1_fast_mainline,0.050362458330944895,0.24882321236076177,-0.010651502831703893,-0.1152263980845448,0.6271616364061781,0.021424721523535754,0.04530183255479698,2.5156989214115097
uwavegesturelibrary,1,r0_post_fast_refit_no_rebuild,0.07574352669469353,0.2160707869205893,-0.009561525679481552,0.06618837096028964,0.592200022277199,0.021613366870283868,0.0334800574919152,10.96443926942514
uwavegesturelibrary,1,p0b_lite_delayed_refresh,0.1572727623965955,0.18024613726194755,-0.02070198846359373,0.018423227535531925,0.5856559890572021,0.0244699964067553,0.042427236794825726,11.169246123146726
