dataset,seed,arm,response_vs_margin_correlation,activation_coverage_ratio,margin_gain_per_unit_distortion,template_mean_direction_cosine,operator_to_step_ratio_mean,preactivation_clip_rate,gate_saturation_ratio,budget_scale_factor
handmovementdirection,1,f1_fast_mainline,0.006307525662350806,0.1984583433181564,-0.035053033381551864,-0.0015277337751169462,0.0695451629031186,0.016574806294432462,0.02703890087067657,1.4772815965584625
handmovementdirection,1,r0_post_fast_refit_no_rebuild,-0.02357471880310805,0.2454003248395772,-0.036198816432757616,-0.0891034490370651,0.07103975466910555,0.017440157627073516,0.041896317597252174,1.4248876537883408
handmovementdirection,1,p0b_lite_delayed_refresh,0.11947887878931505,0.2336714860079346,-0.0325144286714447,0.04453197677452342,0.07164744923575293,0.018877972149000187,0.03876773970231914,1.4471495387320743
