dataset,seed,arm,fit_window_count,fit_trial_count,applied_window_count_total,operator_norm_mean,operator_norm_p95,operator_to_step_ratio_mean,local_step_distortion_ratio_mean,local_step_distortion_ratio_p95,operator_direction_stability,response_vs_margin_correlation,activation_coverage_ratio,preactivation_clip_rate,response_centering_std_after_fix,gate_saturation_ratio,geometry_coupling_mean,geometry_coupling_abs_mean,budget_scale_factor,fit_mode,fit_target_mode,target_mode,response_stats_mode,template_count,template_readout_mode,weight_kernel_name,template_mean_direction_cosine,effective_sample_size,effective_sample_ratio,same_opp_count_ratio,same_opp_weight_mass_ratio,same_pool_count,opp_pool_count,same_weight_mass,opp_weight_mass,discriminative_target_gap,opp_pair_rule,pool_mode
handmovementdirection,1,f1_fast_mainline,256,31,75114,0.011208757949094306,0.024773168534910864,0.0695451629031186,1.001069998759029,1.005079648033805,0.9999999999989999,0.006307525662350806,0.1984583433181564,0.016574806294432462,0.7885607404525844,0.02703890087067657,0.0,0.0,1.4772815965584625,bipolar_discriminative_weighted,hetero_associative_discriminative_linear_pm1,linear_pm1,deployment_train,4,mean_committee,bipolar_exp_relative_distance_over_median_minus_min,-0.0015277337751169462,178.9567009030348,0.6990496129024797,1.0,1.0000000000941618,128,128,15.999999954614937,15.99999995310835,2.0,nearest_opposite_prototype,bipolar_same_opp
handmovementdirection,1,r0_post_fast_refit_no_rebuild,256,31,75114,0.011496908942307664,0.02509049192223289,0.07103975466910555,1.0010670958452017,1.0050372198632276,0.9999999999989999,-0.02357471880310805,0.2454003248395772,0.017440157627073516,0.8668577427656533,0.041896317597252174,0.0,0.0,1.4248876537883408,bipolar_discriminative_weighted,hetero_associative_discriminative_linear_pm1,linear_pm1,deployment_train,4,mean_committee,bipolar_exp_relative_distance_over_median_minus_min,-0.0891034490370651,153.1440793029377,0.5982190597771004,1.0,0.9999999997386649,128,128,15.999999954260865,15.999999958442226,2.0,nearest_opposite_prototype,bipolar_same_opp
handmovementdirection,1,p0b_lite_delayed_refresh,256,36,75114,0.0115713489239073,0.025179125715395906,0.07164744923575293,1.001148555409007,1.0053522687207304,0.9999999999989999,0.11947887878931505,0.2336714860079346,0.018877972149000187,0.8522693792706937,0.03876773970231914,0.0,0.0,1.4471495387320743,bipolar_discriminative_weighted,hetero_associative_discriminative_linear_pm1,linear_pm1,deployment_train,4,mean_committee,bipolar_exp_relative_distance_over_median_minus_min,0.04453197677452342,183.58113161200674,0.7171137953594013,1.0,1.0000000000014766,128,128,15.99999995718167,15.999999957158046,2.0,nearest_opposite_prototype,bipolar_same_opp
