dataset,seed,terminal,baseline_0_test_macro_f1,f1_fast_mainline_test_macro_f1,r0_post_fast_refit_no_rebuild_test_macro_f1,p0b_lite_delayed_refresh_test_macro_f1,refit_only_delta_vs_f1,delayed_refresh_delta_vs_f1,delayed_refresh_delta_vs_r0,f1_response_vs_margin_correlation,r0_response_vs_margin_correlation,p0b_response_vs_margin_correlation,f1_activation_coverage_ratio,r0_activation_coverage_ratio,p0b_activation_coverage_ratio,f1_template_mean_direction_cosine,r0_template_mean_direction_cosine,p0b_template_mean_direction_cosine,second_pass_template_mean_direction_cosine,post_fast_geometry_within_compactness,post_fast_geometry_between_separation,post_fast_geometry_margin,post_fast_geometry_temporal_stability,delayed_refresh_within_compactness,delayed_refresh_between_separation,delayed_refresh_margin,delayed_refresh_temporal_stability,geometry_rebuild_window_count,geometry_rebuild_prototype_count
handmovementdirection,1,dynamic_minirocket,0.27267414679756896,0.27267414679756896,0.27267414679756896,0.27267414679756896,0.0,0.0,0.0,0.006307525662350806,-0.02357471880310805,0.11947887878931505,0.1984583433181564,0.2454003248395772,0.2336714860079346,-0.0015277337751169462,-0.0891034490370651,0.04453197677452342,0.04453197677452342,1.57030018588735,0.8425370271356822,0.007389685084439525,0.9770052083333333,1.571917417117906,0.8515892044158839,0.007497878123541159,0.9774218749999999,128,16
