dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,direction_bank_source,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,telm2_n_iters,telm2_c_repr,telm2_activation,telm2_bias_update_mode
handwriting,1,success,zpia,resnet1d,act,0.2647332101658577,0.3369099774236352,0.0721767672577775,27.263953755029213,15,15,0.2494047619047619,0.2799603174603174,0.00015697062368433864,0.0003232445079276856,1.0693299842380268,0.10554027748065883,0.8510652844482895,0.24298309895174477,0.0,0.0,120,120,10,10,zpia_telm2,6,120,False,0.9999999999999999,1.0,1.0,0,0.17700557476337964,0.37454843899461493,0.27276193054559067,3,1.0,sine,residual
handwriting,2,success,zpia,resnet1d,act,0.235855843616036,0.44153054089185423,0.20567469727581822,87.20352522073743,15,15,0.22626262626262625,0.3916666666666666,0.000156939405024137,0.0003195011442546526,1.0722578592825391,0.10943515315976234,0.8748595231437427,0.2591882417685239,0.0,0.0,120,120,10,10,zpia_telm2,6,120,False,0.9999999999999999,1.0,1.0,0,0.19180971208506917,0.4068697073242486,0.2564178798185317,3,1.0,sine,residual
handwriting,3,success,zpia,resnet1d,act,0.2518382860113333,0.33626623742377776,0.08442795141244447,33.52465553390459,15,15,0.19999999999999998,0.3057539682539683,0.00015667056009735131,0.0003247051096497679,1.0732487307501875,0.10908121244880528,0.8676174586492559,0.2621793509247431,0.0,0.0,120,120,10,10,zpia_telm2,6,120,False,0.9999999999999999,1.0,1.0,0,0.23065109250463642,0.39651947101778484,0.2573934909405362,3,1.0,sine,residual
