dataset,seed,status,algo,model,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1
handwriting,1,success,lraes,patchtst,0.20426976286468942,0.20877589729518095,0.004506134430491526,0.0001566259750263376,0.00032326813617687466,1.0762838794215805,0.11279731282504322,0.851065282172307,0.24298309895357512,0.0,0.0,41,62,2.2059712418157535,0.1972222222222222,0.22222222222222218
