anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,algo,engine_id,direction_bank_source,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,margin_aug,feedback_weight
0,atrialfibrillation_train_0,0,0,7,1.0,0.1,0.1,1.0,0.2829412247002486,0.99999999999,0.565882449401063,lraes,lraes,lraes,0.00012966115735944694,0.02389509897994845,1.135494261124825,0.17992184257239785,-1.102757453918457,0.24922358721710072
3,atrialfibrillation_train_1,0,0,7,-1.0,0.1,0.1,1.0,0.24743156746443468,0.99999999999,0.49486313492936423,lraes,lraes,lraes,0.00013013473971031127,0.027251382024802876,1.1268160089084,0.17025358472760108,-1.4130523204803467,0.19575307163622252
5,atrialfibrillation_train_10,2,0,6,1.0,0.1,0.1,1.0,0.6513144797578012,0.99999999999,1.3026289595169052,lraes,lraes,lraes,0.00013744324479708636,0.09803260279063951,1.1862104396815067,0.25933852762725734,2.0504236221313477,0.8859904163814961
11,atrialfibrillation_train_11,2,0,2,-1.0,0.1,0.1,1.0,0.3029302949274423,0.99999999999,0.6058605898554905,lraes,lraes,lraes,0.0001181855605664075,0.013466685627712355,1.0500512632780785,0.10664997409555364,-0.3813791871070862,0.4057942970197658
1,atrialfibrillation_train_12,2,0,8,-1.0,0.1,0.1,1.0,0.6530044843337336,0.99999999999,1.3060089686687733,lraes,lraes,lraes,0.00012808482329973472,0.0022051607714721876,1.098049632119252,0.13189376163948155,1.3144155740737915,0.7882511031490685
4,atrialfibrillation_train_14,2,0,2,-1.0,0.1,0.1,1.0,0.7529377347602514,0.99999999999,1.5058754695220087,lraes,lraes,lraes,0.00011860998568669984,0.1210674219426809,1.0708889080490207,0.12299090792520527,1.7063621282577515,0.8463638399814857
7,atrialfibrillation_train_3,0,0,2,-1.0,0.1,0.1,1.0,0.4088221747918195,0.99999999999,0.8176443495844566,lraes,lraes,lraes,0.0001182405740651825,0.005662307260487633,1.0540540465121813,0.10965831741794399,-1.7370991706848145,0.14968176870762614
2,atrialfibrillation_train_4,0,0,7,-1.0,0.1,0.1,1.0,0.2647049908588184,0.99999999999,0.5294099817181662,lraes,lraes,lraes,0.00013004991736187933,0.01793174261942267,1.1245967944827482,0.16741307830849422,-1.331296443939209,0.20894499904313796
10,atrialfibrillation_train_6,1,0,0,-1.0,0.1,0.1,1.0,0.3977408563020718,0.99999999999,0.7954817126049392,lraes,lraes,lraes,0.00011806731233606011,0.010322653075511544,1.0346155275583213,0.09602321954116612,-0.7696132063865662,0.3165627834284461
6,atrialfibrillation_train_7,1,0,5,-1.0,0.1,0.1,1.0,0.435047399206933,0.99999999999,0.8700947984147362,lraes,lraes,lraes,0.00012739751124666432,0.02872945033855875,1.1182808973660154,0.15668699022342164,-1.2978909015655518,0.21452018875536596
