dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
basicmotions,1,1.0,1.0,40,40,6,100,100,dataset_provided_train_test_full_sequence
