dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1,selected_anchor_count,selected_positive_count,candidate_total_count,hard_positive_score_mean,fidelity_score_mean,acl_last_ce_loss,acl_last_supcon_loss
libras,1,success,lraes,resnet1d,gcg_acl,0.011455289304500292,0.008421052631578947,-0.0030342366729213446,0.00012875307410673716,0.25245726577917194,1.0713425397021947,0.11749556206220518,0.965937193606382,0.5275506714835869,-0.01325613681183313,0.5086805555555556,1,1,-26.487416466320653,0.02371794871794872,0.010256410256410256,144,144,576,0.6506516876775444,0.8339236429274289,1.9042055209477742,2.086367580625746
