dataset,seed,method,status,fail_reason,base_f1,aug_f1,gain,aug_count,aug_ratio,actual_aug_ratio,source_space,label_mode,backbone,train_split_only,uses_external_library,library_name,budget_matched,selection_rule,best_val_f1,stop_epoch,warning_count,scaling_low,scaling_high,mixup_alpha,dba_k,dba_max_iter,smote_k_neighbors,transport_error_logeuc_mean,pca_n_components,pca_explained_variance_ratio_sum,phase,fallback_count,method_elapsed_sec,warp_sigma,warp_knots,per_channel_curve,window_warp_ratio,window_warp_min_window_len,window_warp_speed_min,window_warp_speed_max,window_slice_ratio,window_slice_min_window_len,wdba_k,wdba_max_iter,wdba_tau,spawner_noise_scale,activation_policy,activation_scope,activation_topk,activation_tau,operator_name,dictionary_estimator,safe_generator,bridge_realizer,transport_error_fro_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,aug_valid_rate,candidate_audit_rows,candidate_audit_available,candidate_accept_rate,candidate_physics_ok,candidate_audit_path,z_displacement_norm_mean,template_response_abs_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,selection_stage,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,direction_bank_source,utilization_mode,core_training_mode,aug_train_ratio,multi_template_pairs,template_selection,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,selected_template_entropy
handwriting,2,dba_sameclass,success,,0.4136709560472157,0.4163574224342125,0.0026864663869967,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.3354285714285714,30,400,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,2,random_cov_state,success,,0.4136709560472157,0.4569835573835273,0.0433126013363115,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.4847222222222222,22,0,,,,,,,0.0003199874979795,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,2,pca_cov_state,success,,0.4136709560472157,0.435722330977586,0.0220513749303703,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.4599206349206349,30,0,,,,,,,0.0003197878070021,6.0,0.9999999403953552,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,2,csta_top1_current,success,,0.4136709560472157,0.45790823937512,0.0442372833279042,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.4444444444444445,23,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,3,dba_sameclass,success,,0.4038917991696072,0.3519163472159649,-0.0519754519536422,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.386111111111111,18,400,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,3,random_cov_state,success,,0.4038917991696072,0.4538730181652988,0.0499812189956916,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.325,20,0,,,,,,,0.0003246335819973,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,3,pca_cov_state,success,,0.4038917991696072,0.455852819182687,0.0519610200130798,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.3902777777777778,20,0,,,,,,,0.0003247473114739,6.0,0.9999999403953552,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,3,csta_top1_current,success,,0.4038917991696072,0.4369454160902133,0.0330536169206061,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.3444444444444444,17,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,1,dba_sameclass,success,,0.9561456014766324,0.978753207436399,0.0226076059597666,2160,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.944055944055944,24,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,1,random_cov_state,success,,0.9561456014766324,0.9866328147908892,0.0304872133142567,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.9813519813519817,13,0,,,,,,,2.4621617415920185,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,1,pca_cov_state,success,,0.9561456014766324,0.9627034640761972,0.0065578625995649,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9628334628334628,18,0,,,,,,,2.4622460803517026,10.0,0.6253258585929871,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,1,csta_top1_current,success,,0.9561456014766324,0.9815603038063924,0.0254147023297599,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.9813519813519817,20,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,2,dba_sameclass,success,,0.9741476029508114,0.9784044696769024,0.004256866726091,2160,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,1.0,30,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,2,random_cov_state,success,,0.9741476029508114,0.973509205873986,-0.0006383970768253,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,,,,,,,2.4439405190992347,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,2,pca_cov_state,success,,0.9741476029508114,0.968010015945806,-0.0061375870050053,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,1.0,30,0,,,,,,,2.444249333384867,10.0,0.6218569874763489,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,2,csta_top1_current,success,,0.9741476029508114,0.9702930483850692,-0.0038545545657421,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,1.0,30,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,3,dba_sameclass,success,,0.9681596726696928,0.9830975321474834,0.0149378594777904,2160,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,1.0,30,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,3,random_cov_state,success,,0.9681596726696928,0.9917695653737476,0.0236098927040545,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,,,,,,,2.444048555188742,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,3,pca_cov_state,success,,0.9681596726696928,0.9798297053132424,0.0116700326435496,2160,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,1.0,30,0,,,,,,,2.4439538798602096,10.0,0.6222749352455139,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
japanesevowels,3,csta_top1_current,success,,0.9681596726696928,0.9596290379699084,-0.0085306346997844,2160,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,1.0,14,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,1,dba_sameclass,success,,0.9373000436629222,0.9555432064462352,0.0182431627833129,1440,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.972027972027972,20,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,1,random_cov_state,success,,0.9373000436629222,0.9498025636352592,0.0125025199723368,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.972027972027972,30,0,,,,,,,2.911407129727777,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,1,pca_cov_state,success,,0.9373000436629222,0.972152603731551,0.0348525600686288,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.972027972027972,28,0,,,,,,,2.9117163033934617,10.0,0.7684680223464966,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,1,csta_top1_current,success,,0.9373000436629222,0.9608391608391608,0.0235391171762385,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.972027972027972,30,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,2,dba_sameclass,success,,0.9070392331641024,0.9609623015873016,0.0539230684231991,1440,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.972027972027972,30,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,2,random_cov_state,success,,0.9070392331641024,0.9665552053092652,0.0595159721451629,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,,,,,,,2.914525225864006,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,2,pca_cov_state,success,,0.9070392331641024,0.9265130465331672,0.0194738133690647,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.972027972027972,21,0,,,,,,,2.915079182820941,10.0,0.7687193155288696,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,2,csta_top1_current,success,,0.9070392331641024,0.9604946174708764,0.0534553843067739,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,1.0,30,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,3,dba_sameclass,success,,0.920588320022504,0.9553391164665586,0.0347507964440546,1440,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.972027972027972,30,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,3,random_cov_state,success,,0.920588320022504,0.9442145349933976,0.0236262149708936,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.972027972027972,30,0,,,,,,,2.9214074390603595,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,3,pca_cov_state,success,,0.920588320022504,0.9551570418780396,0.0345687218555357,1440,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.972027972027972,30,0,,,,,,,2.921629068202888,10.0,0.7715585231781006,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natops,3,csta_top1_current,success,,0.920588320022504,0.9610222820054012,0.0404339619828971,1440,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.972027972027972,19,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,1,dba_sameclass,success,,0.8656212251404092,0.8670838823012736,0.0014626571608644,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9705882352941176,18,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,1,random_cov_state,success,,0.8656212251404092,0.8852757165720937,0.0196544914316845,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.9409722222222222,30,0,,,,,,,0.0001210470709104,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,1,pca_cov_state,success,,0.8656212251404092,0.8644622412228047,-0.0011589839176044,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9409722222222222,30,0,,,,,,,0.0001210421578135,10.0,0.8398932814598083,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,1,csta_top1_current,success,,0.8656212251404092,0.8899359908344853,0.024314765694076,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.9388888888888888,26,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,2,dba_sameclass,success,,0.8588293650793651,0.8782127560772347,0.0193833909978695,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9705882352941176,30,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,2,random_cov_state,success,,0.8588293650793651,0.8722502514351462,0.013420886355781,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,1.0,30,0,,,,,,,0.0001339570574274,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,2,pca_cov_state,success,,0.8588293650793651,0.872829417773238,0.0140000526938728,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9081453634085211,14,0,,,,,,,0.0001339638195044,10.0,0.8395488262176514,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,2,csta_top1_current,success,,0.8588293650793651,0.877184664584263,0.0183552995048978,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,1.0,27,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,3,dba_sameclass,success,,0.8843719087962982,0.8722141673570837,-0.0121577414392145,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_dba,0.9409722222222222,30,0,,,,5.0,5.0,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,3,random_cov_state,success,,0.8843719087962982,0.8963906898179199,0.0120187810216216,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,random_unit_z_direction,0.9105263157894736,30,0,,,,,,,0.0001230326079869,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,3,pca_cov_state,success,,0.8843719087962982,0.9023612261806132,0.0179893173843148,1200,10.0,10.0,covariance_state,hard,resnet1d,True,False,none,True,pca_top_z_direction,0.9105263157894736,30,0,,,,,,,0.0001230060479383,10.0,0.8435896039009094,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racketsports,3,csta_top1_current,success,,0.8843719087962982,0.8491959064327486,-0.0351760023635496,1200,10.0,10.0,covariance_template,hard,resnet1d,True,False,none,True,anchor_top_response,0.9409722222222222,13,0,,,,,,,,,,phase1_locked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrialfibrillation,1,wdba_sameclass,success,,0.2164502164502164,0.334045584045584,0.1175953675953676,120,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,0.5555555555555555,30,120,,,,,,,,,,phase2_locked,120.0,24.742609220003946,,,,,,,,,,5.0,5.0,6.7119545258324775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrialfibrillation,2,wdba_sameclass,success,,0.3205128205128205,0.2878787878787879,-0.0326340326340326,120,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,1.0,30,120,,,,,,,,,,phase2_locked,120.0,20.245845943980385,,,,,,,,,,5.0,5.0,6.750113428283223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrialfibrillation,3,wdba_sameclass,success,,0.1666666666666666,0.3119047619047619,0.1452380952380952,120,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,1.0,14,120,,,,,,,,,,phase2_locked,120.0,20.32797733298503,,,,,,,,,,5.0,5.0,5.451071620633777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ering,1,wdba_sameclass,success,,0.5424850558740912,0.6824783733543481,0.1399933174802569,240,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,0.7777777777777777,15,240,,,,,,,,,,phase2_locked,240.0,2.0963397650048137,,,,,,,,,,5.0,5.0,10.99836809663957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ering,2,wdba_sameclass,success,,0.848105426301868,0.7820445837687217,-0.0660608425331463,240,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,1.0,30,240,,,,,,,,,,phase2_locked,240.0,2.487479021976469,,,,,,,,,,5.0,5.0,11.326682745148547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ering,3,wdba_sameclass,success,,0.8501737413578302,0.8534047914877695,0.0032310501299392,240,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,1.0,29,240,,,,,,,,,,phase2_locked,240.0,2.509886193001876,,,,,,,,,,5.0,5.0,11.040286949023267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmovementdirection,1,wdba_sameclass,success,,0.2384428967090257,0.3542478354978355,0.1158049387888097,1280,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,0.5208333333333334,29,0,,,,,,,,,,phase2_locked,0.0,64.74213037700974,,,,,,,,,,5.0,5.0,10071.54506849434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmovementdirection,2,wdba_sameclass,success,,0.2030680813439434,0.3709514170040486,0.1678833356601052,1280,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,0.4464770523594052,25,0,,,,,,,,,,phase2_locked,0.0,64.67520116298692,,,,,,,,,,5.0,5.0,10039.167318633898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handmovementdirection,3,wdba_sameclass,success,,0.1875628456510809,0.3830166124420783,0.1954537667909973,1280,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,0.5087542087542087,20,0,,,,,,,,,,phase2_locked,0.0,63.31667042800109,,,,,,,,,,5.0,5.0,10002.820101026224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,1,wdba_sameclass,success,,0.382737297846506,0.4456288664208622,0.0628915685743562,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,0.3152777777777777,22,400,,,,,,,,,,phase2_locked,400.0,21.295515734003857,,,,,,,,,,5.0,5.0,18.542979463852216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handwriting,2,wdba_sameclass,success,,0.4136709560472157,0.3658599739639416,-0.047810982083274,1200,10.0,10.0,dtw_barycenter,hard,resnet1d,True,True,tslearn,True,same_class_weighted_dba_anchor_dtw_softmax,0.4555555555555555,18,400,,,,,,,,,,phase2_locked,400.0,20.664712695986964,,,,,,,,,,5.0,5.0,19.20844606904073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
