dataset,same_backbone_no_shaping_mean,mean_centered_mean,current_sigmoid_minimal_mean,sigmoid_clip_tanh_mean,sigmoid_clip_tanh_local_median_mean,sigmoid_clip_tanh_scaled_mean,sigmoid_clip_tanh_local_median_scaled_mean,sigmoid_clip_tanh_scaled_iqr_mean,sigmoid_clip_tanh_local_median_scaled_iqr_mean,soft_weighted_fit_a2r_mean,sigmoid_clip_tanh_response_vs_margin_correlation_mean,sigmoid_clip_tanh_local_median_response_vs_margin_correlation_mean,sigmoid_clip_tanh_scaled_response_vs_margin_correlation_mean,sigmoid_clip_tanh_local_median_scaled_response_vs_margin_correlation_mean,sigmoid_clip_tanh_scaled_iqr_response_vs_margin_correlation_mean,sigmoid_clip_tanh_local_median_scaled_iqr_response_vs_margin_correlation_mean,soft_weighted_fit_a2r_response_vs_margin_correlation_mean,sigmoid_clip_tanh_activation_coverage_ratio_mean,sigmoid_clip_tanh_local_median_activation_coverage_ratio_mean,sigmoid_clip_tanh_scaled_activation_coverage_ratio_mean,sigmoid_clip_tanh_local_median_scaled_activation_coverage_ratio_mean,sigmoid_clip_tanh_scaled_iqr_activation_coverage_ratio_mean,sigmoid_clip_tanh_local_median_scaled_iqr_activation_coverage_ratio_mean,soft_weighted_fit_a2r_activation_coverage_ratio_mean
natops,0.8286955114786415,0.7836666189541989,0.8177427185458708,0.8177427185458708,0.7836666189541989,0.8177427185458708,0.7836666189541989,0.8177427185458708,0.8231285890549479,0.7891310998285158,-0.22770577323699442,0.04576987469790066,-0.13126993378229684,0.1714258051744437,-0.11239149541461076,0.1770049799548594,0.16876232121603238,1.0,0.9361111111111111,0.45034722222222223,0.0020833333333333333,0.0,0.0002314814814814815,0.00034722222222222224
