epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.4534488618373871,0.45485493540763855,0.5018150210380554,0.5015374422073364,-0.19398686289787292,-0.18834027647972107
2,0.49648504771169866,0.5035149522883013,0.573184609413147,0.5719846487045288,0.42619606852531433,0.4263336658477783,0.5000743269920349,0.49634748697280884
3,0.5012422816498318,0.49875771835016836,0.6259914636611938,0.6240251064300537,0.3802012801170349,0.3807099759578705,0.8600632548332214,0.8539943695068359
4,0.5055364004141003,0.4944635995858997,0.6852466464042664,0.6833974719047546,0.33563321828842163,0.33694642782211304,1.1590757369995117,1.1485539674758911
5,0.5073906095984788,0.4926093904015212,0.7468400001525879,0.7456941604614258,0.28592944145202637,0.28786394000053406,1.4045054912567139,1.3846443891525269
6,0.5065597786646772,0.49344022133532284,0.8048748970031738,0.8051385879516602,0.23426280915737152,0.2352311909198761,1.6636728048324585,1.6404942274093628
7,0.502620663489052,0.497379336510948,0.8622593879699707,0.8649930357933044,0.17880317568778992,0.17721664905548096,2.0831143856048584,2.077953577041626
8,0.49447791401804486,0.5055220859819551,0.908990740776062,0.9118151068687439,0.12916125357151031,0.12678959965705872,2.4781033992767334,2.4908807277679443
9,0.49017991868610766,0.5098200813138923,0.9370548129081726,0.938407301902771,0.09189373254776001,0.09028130769729614,2.830430746078491,2.8411636352539062
10,0.49170894300886414,0.5082910569911359,0.9542691707611084,0.9549121260643005,0.06633377075195312,0.06528418511152267,3.1887824535369873,3.189403533935547
11,0.49424710539544137,0.5057528946045586,0.9634820818901062,0.9642114639282227,0.052221402525901794,0.050959061831235886,3.5025634765625,3.4869632720947266
12,0.49530012993756656,0.5046998700624336,0.9505289793014526,0.952555775642395,0.059722304344177246,0.05839795991778374,3.7007784843444824,3.6753902435302734
13,0.4925837678260728,0.5074162321739272,0.9346756935119629,0.9380955100059509,0.06475405395030975,0.06346151232719421,3.7451751232147217,3.7150936126708984
14,0.4877456740570755,0.5122543259429245,0.9800707697868347,0.9787432551383972,0.028633667156100273,0.029861226677894592,4.156537055969238,4.09625768661499
15,0.497191428707322,0.502808571292678,0.9670245051383972,0.9684075117111206,0.04204852506518364,0.04080399125814438,4.095071315765381,4.044371128082275
