epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.46682262420654297,0.46784090995788574,0.5034654140472412,0.5032352805137634,-0.1352139711380005,-0.1309099644422531
2,0.4974543736068666,0.5025456263931334,0.5964598655700684,0.5945587158203125,0.4615004062652588,0.4624895751476288,0.4582008719444275,0.4548799693584442
3,0.503479488638987,0.49652051136101305,0.6752259135246277,0.6692785620689392,0.39002904295921326,0.39118319749832153,0.8622646331787109,0.8430557250976562
4,0.5165906174170869,0.4834093825829131,0.7560579180717468,0.7501493692398071,0.31378716230392456,0.3171044588088989,1.2958390712738037,1.2743291854858398
5,0.5230495153377559,0.4769504846622441,0.8267144560813904,0.8249844312667847,0.23615646362304688,0.2398976981639862,1.7246723175048828,1.7228597402572632
6,0.5158493882620605,0.4841506117379395,0.8727186918258667,0.8728439211845398,0.17475001513957977,0.17569951713085175,2.074568510055542,2.076230049133301
7,0.5076116208980055,0.4923883791019946,0.9070238471031189,0.9087144732475281,0.1299458146095276,0.1291971206665039,2.4282517433166504,2.438776731491089
8,0.4995796477232788,0.5004203522767212,0.9349502325057983,0.9363459348678589,0.09575867652893066,0.09525589644908905,2.797966480255127,2.816019058227539
9,0.4963007945061173,0.5036992054938827,0.9519662857055664,0.953022837638855,0.07214586436748505,0.07150398194789886,3.125046730041504,3.147447347640991
10,0.49550911570136735,0.5044908842986326,0.9654736518859863,0.9662548899650574,0.053529735654592514,0.05313163250684738,3.482412338256836,3.505613088607788
11,0.4958015023866469,0.5041984976133531,0.9720702171325684,0.9728571772575378,0.04175698384642601,0.04113764315843582,3.709911346435547,3.734861135482788
12,0.4959333914940032,0.5040666085059968,0.9775902628898621,0.9777870178222656,0.03394363075494766,0.033884722739458084,3.9427146911621094,3.9486351013183594
13,0.4974748090507314,0.5025251909492686,0.9804081916809082,0.9804233312606812,0.02844591811299324,0.028485048562288284,4.154068946838379,4.168924331665039
14,0.4986995555762225,0.5013004444237775,0.9866906404495239,0.9864928126335144,0.021353041753172874,0.02171323262155056,4.481303691864014,4.470839500427246
15,0.4998443466829562,0.5001556533170438,0.9893576502799988,0.9891152381896973,0.017300158739089966,0.01749751716852188,4.663569927215576,4.639903545379639
