anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,algo,direction_bank_source,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,margin_aug,feedback_weight
69,handwriting_train_0,20,0,4,1.0,0.1,0.05030212907882678,1.0,0.05030212907882678,0.5030212907832375,0.10060425815775417,zpia,zpia_telm2,0.0001570084168421046,0.0001688055813328675,1.0461649446785424,0.06818890099048351,1.265581727027893,0.7799854743500763
66,handwriting_train_10,5,0,3,1.0,0.1,0.03586295256003383,1.0,0.03586295256003383,0.35862952559675193,0.07172590512013939,zpia,zpia_telm2,0.00015761923040015459,0.00018625336661386846,1.030788903040639,0.045868223465305204,2.222165822982788,0.9022224248835411
37,handwriting_train_101,12,0,8,1.0,0.1,0.1,1.0,0.11845762731092936,0.99999999999,0.23691525462209567,zpia,zpia_telm2,0.0001628550767176694,0.00025638968570739813,1.0758409573333552,0.12354113086716757,1.2930209636688232,0.7846580796844748
24,handwriting_train_102,25,0,5,-1.0,0.1,0.1,1.0,0.23115477176660848,0.99999999999,0.4623095435336793,zpia,zpia_telm2,0.00015276963553123755,0.0006640358916212767,1.096793315373063,0.13205761454471454,1.6033377647399902,0.8324843669572422
39,handwriting_train_103,8,0,8,-1.0,0.1,0.1,1.0,0.16472703529064517,0.99999999999,0.3294540705816198,zpia,zpia_telm2,0.00015063578209734802,0.00028439831142190367,1.0757375332024168,0.1125181374286359,0.3849049210548401,0.5950555634284478
111,handwriting_train_104,3,0,0,-1.0,0.1,0.09371992718393865,1.0,0.09371992718393865,0.9371992718300144,0.18743985436806476,zpia,zpia_telm2,0.0001519326716170494,0.00025463881508763173,1.077629615461783,0.11103145420649292,-0.3706122636795044,0.4083930853653404
7,handwriting_train_106,17,0,0,1.0,0.1,0.1,1.0,0.19097434427064192,0.99999999999,0.3819486885416658,zpia,zpia_telm2,0.00016198756518537186,0.0003308124415697175,1.0834026725920574,0.12701359880465424,0.42372119426727295,0.6043733551796069
0,handwriting_train_108,14,0,3,-1.0,0.1,0.1,1.0,0.16980564183318908,0.99999999999,0.3396112836667178,zpia,zpia_telm2,0.0001525442199387571,0.0003039020944451845,1.0907121825738253,0.12659637046002956,0.6800279021263123,0.6637449248413995
115,handwriting_train_109,6,0,8,1.0,0.1,0.1,1.0,0.11437286064702162,0.99999999999,0.228745721294272,zpia,zpia_telm2,0.00016283011790932085,0.0001925295915227063,1.0743300626471413,0.1220122198577087,0.2549978494644165,0.5634062572742832
58,handwriting_train_11,14,0,8,-1.0,0.1,0.08482717974833648,1.0,0.08482717974833648,0.848271797474882,0.16965435949684263,zpia,zpia_telm2,0.00015141205071502408,0.0005713629672057089,1.0688470696729984,0.10172930097922873,0.748546838760376,0.6788619802060113
33,handwriting_train_110,22,0,5,-1.0,0.1,0.07091538979422386,1.0,0.07091538979422386,0.709153897935147,0.14183077958858956,zpia,zpia_telm2,0.00015320140720562436,0.00028058051712100124,1.0528070763504096,0.07639656173381885,0.27108287811279297,0.5673587306242963
17,handwriting_train_111,13,0,2,-1.0,0.1,0.07272215850872159,1.0,0.07272215850872159,0.7272215850799436,0.14544431701758864,zpia,zpia_telm2,0.00015172191307812473,0.00016699385471254425,1.056484418704837,0.08610051046242251,-0.449424684047699,0.38949756127680457
47,handwriting_train_112,25,0,5,1.0,0.1,0.08114759826899061,1.0,0.08114759826899061,0.8114759826817912,0.16229519653814353,zpia,zpia_telm2,0.00015997523248386175,0.00024318979974660685,1.0625576075972376,0.0947155860130724,2.1635429859161377,0.8969275532698616
22,handwriting_train_113,20,0,6,-1.0,0.1,0.1,1.0,0.10734346057000754,0.99999999999,0.2146869211402298,zpia,zpia_telm2,0.00014960071976652406,0.0004080664859504012,1.0787035902269684,0.12068576178482167,0.5450655221939087,0.6329899985137927
67,handwriting_train_115,19,0,7,-1.0,0.1,0.1,1.0,0.10918545826918458,0.99999999999,0.21837091653858753,zpia,zpia_telm2,0.00016257500096945217,0.0002021774006829738,1.0865590251805417,0.13496601567566016,0.6036610007286072,0.6464934381629999
92,handwriting_train_116,12,0,9,-1.0,0.1,0.1,0.9999999403953552,0.1187798972402574,0.99999999999,0.2375597803210852,zpia,zpia_telm2,0.0001529881904111064,0.0002325618460932162,1.0732344309504476,0.10396167431992208,0.5577285289764404,0.6359268029912816
84,handwriting_train_117,1,0,8,-1.0,0.1,0.04122317579736504,1.0,0.04122317579736504,0.41223175796952805,0.08244635159481253,zpia,zpia_telm2,0.00015351747527641736,0.00017554212889443285,1.0298547003844882,0.046876748387697356,0.9609280228614807,0.7233075722835145
87,handwriting_train_118,17,0,0,1.0,0.1,0.1,1.0,0.16430754678334744,0.99999999999,0.3286150935670235,zpia,zpia_telm2,0.00016197091342818337,0.00025467543052239724,1.0826304588549687,0.1260010399635057,0.5064527988433838,0.623974560284224
108,handwriting_train_12,19,0,8,-1.0,0.1,0.1,1.0,0.12353796725225918,0.99999999999,0.24707593450476548,zpia,zpia_telm2,0.0001506477010808595,0.00027451953130908,1.076320604639941,0.11320925546748647,0.6558279991149902,0.6583225845747873
50,handwriting_train_120,5,0,8,1.0,0.1,0.061619665962155484,1.0,0.061619665962155484,0.6161966596153928,0.12323933192443422,zpia,zpia_telm2,0.00015995317451268802,0.00017300475801844683,1.044996149229946,0.07361375714112824,2.2587859630584717,0.9054057045443175
61,handwriting_train_122,25,0,9,-1.0,0.1,0.1,0.9999999403953552,0.10213281392663831,0.99999999999,0.2042656156783007,zpia,zpia_telm2,0.0001529712280547158,0.00022455169596180422,1.072374223003378,0.10282437588521157,1.7892053127288818,0.856829817901993
117,handwriting_train_123,11,0,0,1.0,0.1,0.1,1.0,0.17737563320385696,0.99999999999,0.3547512664080687,zpia,zpia_telm2,0.0001620215232290431,0.0006912516119460414,1.084957553494906,0.12887737419761996,0.11821025609970093,0.529518198909857
45,handwriting_train_125,17,0,0,1.0,0.1,0.1,1.0,0.10271853977594787,0.99999999999,0.2054370795521012,zpia,zpia_telm2,0.00016194487842578526,0.00019294505405283591,1.0813864155520425,0.12442884959112732,0.5616581439971924,0.6368361159324565
68,handwriting_train_126,23,0,0,-1.0,0.1,0.03586295256003383,1.0,0.03586295256003383,0.35862952559675193,0.07172590512013939,zpia,zpia_telm2,0.00015417187057486606,0.0001782583541679081,1.0284715222100114,0.042564560733809584,-0.1781262457370758,0.45558581117751556
52,handwriting_train_127,16,0,8,1.0,0.1,0.08765756109296777,1.0,0.08765756109296777,0.8765756109209119,0.17531512218611087,zpia,zpia_telm2,0.0001618908946360972,0.00022026426726039008,1.0656542945797036,0.10735813790755258,0.6880979537963867,0.6655436736195357
93,handwriting_train_129,5,0,3,1.0,0.1,0.05716775376089747,1.0,0.05716775376089747,0.5716775376032579,0.11433550752190928,zpia,zpia_telm2,0.0001587806759580496,0.0001720961438632103,1.049491926123989,0.0735220967287643,2.424377679824829,0.9186674342425027
103,handwriting_train_13,4,0,3,-1.0,0.1,0.1,1.0,0.2531496345598473,0.99999999999,0.506299269120201,zpia,zpia_telm2,0.00015251758590702547,0.0007950834309411131,1.089933481360965,0.1250504804021316,0.7018148899078369,0.6685900337266889
18,handwriting_train_130,0,0,2,-1.0,0.1,0.06344555563625434,1.0,0.06344555563625434,0.6344555563561988,0.12689111127263558,zpia,zpia_telm2,0.00015220295341042937,0.00017028111660119495,1.0492770992860565,0.0755916979478093,0.358127236366272,0.5885870153169899
82,handwriting_train_131,25,0,2,1.0,0.1,0.1,1.0,0.6210804500868657,0.99999999999,1.2421609001749738,zpia,zpia_telm2,0.00016339385062104147,0.001309045904843158,1.0875879207390127,0.138009189619561,2.0315170288085938,0.8840666530848617
13,handwriting_train_132,17,0,6,1.0,0.1,0.09792512246638423,1.0,0.09792512246638423,0.9792512246540497,0.19585024493296432,zpia,zpia_telm2,0.00016388588882617882,0.00021225076345110814,1.0748527991306012,0.12894008808345225,0.6179760694503784,0.6497580973339077
89,handwriting_train_133,20,0,5,-1.0,0.1,0.08797483949829144,1.0,0.08797483949829144,0.8797483949741167,0.17594967899675884,zpia,zpia_telm2,0.0001526964744411333,0.00024180540061408777,1.067530176992671,0.09605685571053885,0.26206788420677185,0.5651445554284178
83,handwriting_train_134,5,0,8,1.0,0.1,0.1,1.0,0.1008807472597065,0.99999999999,0.20176149451961478,zpia,zpia_telm2,0.0001628229461108769,0.00017289542193900308,1.0739697518607012,0.12156157118524835,1.7457340955734253,0.8514139385174727
95,handwriting_train_135,13,0,1,1.0,0.1,0.1,1.0,0.12730155067996143,0.99999999999,0.2546031013601775,zpia,zpia_telm2,0.00016188590917438794,0.0002041105091021621,1.0867553005434119,0.1304271122744979,-0.2559990882873535,0.4363474740088454
114,handwriting_train_136,9,0,7,-1.0,0.1,0.1,1.0,0.10734346057000754,0.99999999999,0.2146869211402298,zpia,zpia_telm2,0.000162630393722343,0.0003485842115026172,1.0891672559145915,0.1380231012466374,1.871528148651123,0.8666349979981703
99,handwriting_train_137,21,0,6,1.0,0.1,0.1,1.0,0.15759279965111217,0.99999999999,0.31518559930253953,zpia,zpia_telm2,0.000164080627600724,0.0001963801536512703,1.076840801567337,0.13205702566146335,1.377622127532959,0.7986088319847553
55,handwriting_train_138,6,0,7,1.0,0.1,0.1,1.0,0.12533253439787617,0.99999999999,0.25066506879600303,zpia,zpia_telm2,0.00015148960426094267,0.00024999307965455753,1.0891942962626247,0.13143227552222522,-0.04564732313156128,0.4885901503528048
31,handwriting_train_139,2,0,8,-1.0,0.1,0.06195660881123516,1.0,0.06195660881123516,0.6195660881061559,0.12391321762259425,zpia,zpia_telm2,0.00015243455149544175,0.0002470975661497181,1.0457419985020304,0.07028176810045808,0.8765613436698914,0.7061091405846275
73,handwriting_train_14,9,0,5,-1.0,0.1,0.0688914238633383,1.0,0.0688914238633383,0.6889142386264937,0.1377828477268144,zpia,zpia_telm2,0.00015327186718530042,0.00022224657000215455,1.051649674386284,0.07470105620214498,1.895742654800415,0.8694089189447407
34,handwriting_train_140,1,0,4,1.0,0.1,0.1,1.0,0.13388417728684537,0.99999999999,0.26776835457395853,zpia,zpia_telm2,0.00015888149665861732,0.00048095713011727195,1.0974799831101243,0.14389713735814438,0.7703808546066284,0.6836032744769055
62,handwriting_train_142,23,0,0,1.0,0.1,0.05659497645421007,1.0,0.05659497645421007,0.5659497645364412,0.11318995290853334,zpia,zpia_telm2,0.00015907862817891627,0.00019721359757943863,1.0453123622019387,0.06936714661191226,0.24871796369552612,0.5618609229436676
40,handwriting_train_143,25,0,1,1.0,0.1,0.1,1.0,0.11230945407313266,0.99999999999,0.22461890814648994,zpia,zpia_telm2,0.00016189856818024092,0.0002635808788897228,1.0873503844989525,0.1311837568917458,1.8545398712158203,0.8646592552565253
105,handwriting_train_144,14,0,4,1.0,0.1,0.05716775376089747,1.0,0.05716775376089747,0.5716775376032579,0.11433550752190928,zpia,zpia_telm2,0.00015721380613206126,0.00016214614754773762,1.0526954630170033,0.07780035473944316,0.7364690899848938,0.6762232613997695
86,handwriting_train_147,16,0,8,1.0,0.1,0.07086413568354506,1.0,0.07086413568354506,0.7086413568283642,0.14172827136723187,zpia,zpia_telm2,0.0001606246798468457,0.0001887565441986233,1.052208364642487,0.08538912121891194,0.6953006386756897,0.6671450410365479
100,handwriting_train_148,12,0,9,1.0,0.1,0.1,0.9999999403953552,0.10213281392663831,0.99999999999,0.2042656156783007,zpia,zpia_telm2,0.00016026298375842858,0.00023844102776439779,1.0723440400462123,0.10711356951305331,0.4527246952056885,0.611286859014859
75,handwriting_train_149,15,0,6,-1.0,0.1,0.1,1.0,0.15911232626959934,0.99999999999,0.31822465253951693,zpia,zpia_telm2,0.00014959302620944472,0.00036502514170648454,1.0782284114959464,0.12025523556012728,0.4323611855506897,0.6064373565620578
27,handwriting_train_16,1,0,2,-1.0,0.1,0.06790687741746218,1.0,0.06790687741746218,0.6790687741678311,0.1358137548350602,zpia,zpia_telm2,0.0001519649288319804,0.00017610808952548388,1.0523760021174104,0.0802432437009788,1.4015700817108154,0.8024329186096105
56,handwriting_train_18,15,0,4,1.0,0.1,0.1,1.0,0.2015646663600583,0.99999999999,0.40312933272051976,zpia,zpia_telm2,0.0001589767303918927,0.0007894320829955339,1.099384056264548,0.1488272516963846,0.9659547805786133,0.7243124659237734
30,handwriting_train_19,7,0,4,-1.0,0.1,0.07341681845222722,1.0,0.07341681845222722,0.7341681845149305,0.1468336369046013,zpia,zpia_telm2,0.0001553664250559214,0.00029381887779337943,1.0681443243938504,0.09567835341326136,-0.13235574960708618,0.4669592825843655
9,handwriting_train_2,21,0,5,1.0,0.1,0.1,1.0,0.12300399197347434,0.99999999999,0.2460079839471947,zpia,zpia_telm2,0.00016110419947327513,0.00046459701937736606,1.0774230664485476,0.1184441423006594,1.3116939067840576,0.7877964697293921
109,handwriting_train_20,0,0,1,-1.0,0.1,0.1,1.0,0.11877989016042381,0.99999999999,0.2375597803210852,zpia,zpia_telm2,0.00015196783822050245,0.0002057722719571799,1.0864284876064054,0.12217894874312935,0.01884901523590088,0.5047121142976932
51,handwriting_train_23,2,0,6,1.0,0.1,0.076264280923248,1.0,0.076264280923248,0.7626428092248534,0.15252856184664854,zpia,zpia_telm2,0.0001619487787180552,0.0001648009855353784,1.0577478194102228,0.09907752100678274,0.8986330628395081,0.7106685156382354
107,handwriting_train_24,21,0,2,1.0,0.1,0.1,1.0,0.16033652350691788,0.99999999999,0.32067304701415644,zpia,zpia_telm2,0.0001632298252788332,0.0003214843794392014,1.0799581640067304,0.1286511960778104,0.9796297550201416,0.7270347454672759
101,handwriting_train_25,1,0,5,1.0,0.1,0.07269725864033218,1.0,0.07269725864033218,0.726972586396052,0.14539451728080977,zpia,zpia_telm2,0.0001594694067256107,0.0002450150902490726,1.053914733861002,0.08231861681197056,0.620751142501831,0.6503893649265935
71,handwriting_train_26,18,0,4,-1.0,0.1,0.1,1.0,0.18063157782540645,0.99999999999,0.36126315565117423,zpia,zpia_telm2,0.00015549130496842045,0.0004314272909079888,1.094025106000603,0.12939683620275952,-0.10357639193534851,0.4741290266805962
106,handwriting_train_27,3,0,4,-1.0,0.1,0.076264280923248,1.0,0.076264280923248,0.7626428092248534,0.15252856184664854,zpia,zpia_telm2,0.0001553693792282487,0.00015834040695755265,1.0707142686680868,0.0991199441283836,-0.17585355043411255,0.45614955850062006
14,handwriting_train_28,7,0,9,1.0,0.1,0.1,0.9999999403953552,0.1540004684472299,0.99999999999,0.30800091853648137,zpia,zpia_telm2,0.00016029480550370763,0.00031066010811938826,1.073822809604955,0.10922988171629672,-0.6094974875450134,0.35217383632388505
70,handwriting_train_29,20,0,4,1.0,0.1,0.06472692530824216,1.0,0.06472692530824216,0.6472692530759488,0.12945385061661377,zpia,zpia_telm2,0.00015745321966323319,0.000182461510483954,1.0598108415723446,0.08831848127708765,1.1768414974212646,0.7643794214228435
42,handwriting_train_30,14,0,6,-1.0,0.1,0.06472692530824216,1.0,0.06472692530824216,0.6472692530759488,0.12945385061661377,zpia,zpia_telm2,0.0001515881849723273,0.00016742544320947147,1.0487356115843707,0.07780025046631923,0.6873394250869751,0.6653748075035204
36,handwriting_train_31,16,0,2,1.0,0.1,0.07269725864033218,1.0,0.07269725864033218,0.726972586396052,0.14539451728080977,zpia,zpia_telm2,0.00016101023684120166,0.0002209269425375305,1.0562094587781057,0.09084813293396765,0.8427831530570984,0.6990510562318273
63,handwriting_train_32,21,0,4,-1.0,0.1,0.05871557267803533,1.0,0.05871557267803533,0.5871557267744817,0.11743114535618811,zpia,zpia_telm2,0.0001553681167316301,0.0001609019028050421,1.0541412267094403,0.07688811402461408,0.8813766241073608,0.707107410187634
25,handwriting_train_33,0,0,9,-1.0,0.1,0.08797484474200082,0.9999999403953552,0.08797484474200082,0.8797484474112106,0.17594967899675884,zpia,zpia_telm2,0.00015325462061017845,0.00021017381874550823,1.0640379417126407,0.09137082037739308,0.15533041954040527,0.5387547148759677
94,handwriting_train_34,2,0,9,-1.0,0.1,0.1,0.9999999403953552,0.23115478554450739,0.99999999999,0.4623095435336793,zpia,zpia_telm2,0.00015314728617260638,0.0006977453136064873,1.0809718404788315,0.11407052533260198,1.0557811260223389,0.7418834878707369
3,handwriting_train_35,25,0,2,-1.0,0.1,0.1,1.0,0.3343460694744918,0.99999999999,0.6686921389496524,zpia,zpia_telm2,0.00015046983756870582,0.0005490544441000023,1.0821724434125393,0.12101887928432241,1.6214125156402588,0.834989840866723
29,handwriting_train_36,24,0,1,1.0,0.1,0.1,1.0,0.13226947036641656,0.99999999999,0.2645389407330977,zpia,zpia_telm2,0.00016186942026345363,0.00020383608734160738,1.08599526545702,0.12946744306419328,-0.21099096536636353,0.44744707320226823
57,handwriting_train_38,4,0,6,-1.0,0.1,0.1,1.0,0.15764929130601793,0.99999999999,0.31529858261235116,zpia,zpia_telm2,0.0001495700635796897,0.00029030403970836416,1.0774429658929303,0.11906301067122556,-0.4390676021575928,0.391963163407124
