anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,algo,direction_bank_source,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,margin_aug,feedback_weight
56,handwriting_train_10,5,0,3,1.0,0.1,0.03586295256003381,1.0,0.03586295256003381,0.35862952559675176,0.07172590512013935,zpia,zpia_telm2,0.00015595876204124623,0.00018548386449749045,1.0263774746646221,0.0368890631718529,1.0831429958343506,0.7470883051923427
29,handwriting_train_100,18,0,8,1.0,0.1,0.07507222020323846,1.0,0.07507222020323846,0.7507222020248773,0.15014444040662708,zpia,zpia_telm2,0.000153348853889009,0.0006208498071328067,1.0694671636212563,0.09893737936713881,-0.46677008271217346,0.3853810060604596
52,handwriting_train_101,12,0,2,1.0,0.1,0.1,1.0,0.11845762731092936,0.99999999999,0.23691525462209567,zpia,zpia_telm2,0.00016026989961066357,0.0002581503370527367,1.096941425545101,0.14049762374637556,1.4233098030090332,0.8058567647795508
98,handwriting_train_102,25,0,6,1.0,0.1,0.1,1.0,0.16767621704093907,0.99999999999,0.33535243408221355,zpia,zpia_telm2,0.00016494943060357727,0.0006739281466651846,1.0659456679518031,0.12498833746487573,1.752379059791565,0.8522526197526255
58,handwriting_train_103,8,0,7,-1.0,0.1,0.1,1.0,0.16472703529064517,0.99999999999,0.3294540705816198,zpia,zpia_telm2,0.00015242492682999233,0.0002854961637447752,1.081804158115583,0.11438371701853778,-0.36508795619010925,0.4097284756038307
28,handwriting_train_104,3,0,3,1.0,0.1,0.09371992718393865,1.0,0.09371992718393865,0.9371992718300144,0.18743985436806476,zpia,zpia_telm2,0.00015649775438006925,0.0002562944252168293,1.0710981429660331,0.09766139158802015,-0.44722872972488403,0.3900198620534339
79,handwriting_train_105,21,0,6,1.0,0.1,0.05536706543987802,1.0,0.05536706543987802,0.5536706543932435,0.11073413087986679,zpia,zpia_telm2,0.00016069753897532242,0.00017708372012243976,1.0356568800686161,0.06725239351972759,1.5783240795135498,0.8289670358006247
31,handwriting_train_106,17,0,6,-1.0,0.1,0.1,1.0,0.2584777881526206,0.99999999999,0.5169555763057583,zpia,zpia_telm2,0.00014840424773097886,0.000322592411331949,1.068406851520747,0.11473181337811807,0.6083413362503052,0.6475623456753399
18,handwriting_train_108,14,0,9,-1.0,0.1,0.07441720105180663,0.9999999403953552,0.07441720105180663,0.7441720105106245,0.1488343932325404,zpia,zpia_telm2,0.00015105460752393006,0.00030709771172006764,1.0546048544094833,0.08630223204075141,0.3145778179168701,0.578002259460695
38,handwriting_train_109,6,0,1,-1.0,0.1,0.1,1.0,0.11437286064702162,0.99999999999,0.228745721294272,zpia,zpia_telm2,0.00015120833245509092,0.00019108494064504054,1.0728793280342304,0.10710212666852362,0.935314416885376,0.7181522205470365
108,handwriting_train_11,14,0,2,1.0,0.1,0.07866149402327,1.0,0.07866149402327,0.7866149402248337,0.15732298804669734,zpia,zpia_telm2,0.00015914222064435714,0.0005757144000213266,1.0762018784613998,0.11213126789225263,0.5393772125244141,0.6316675296072423
14,handwriting_train_110,22,0,4,-1.0,0.1,0.07091538979422388,1.0,0.07091538979422388,0.7091538979351472,0.14183077958858958,zpia,zpia_telm2,0.00015640402173151276,0.00028108968296138194,1.0705923093133816,0.10530323473417817,-0.14908599853515625,0.46279738227036243
