dataset,arm,n,base_f1_mean,base_f1_std,act_f1_mean,act_f1_std,gain_mean,gain_std,gain_pos_rate,feedback_weight_mean,cA_transport_error_logeuc_mean,cDm_transport_error_logeuc_mean,dual_transport_error_logeuc_mean
atrialfibrillation,mba_core,3,0.27729677729677726,0.10370134998725537,0.28831908831908826,0.1091755586340793,0.011022311022311005,0.1401365112289938,0.6666666666666666,,,,
atrialfibrillation,wavelet_ca_only,3,0.2557627557627557,0.08487318352198982,0.1798083170890188,0.03417428136869991,-0.0759544386737369,0.11465562077232781,0.3333333333333333,0.8392613093647562,0.009646052328178533,0.0,0.0
atrialfibrillation,wavelet_dual_a_dm,3,0.16421568627450978,0.038049447784951014,0.2620845204178537,0.06084890576121871,0.09786883414334391,0.022803988564190834,1.0,0.8396080537894625,0.009646052328178533,0.0969879808224579,0.05331701657531823
handwriting,mba_core,3,0.25505928094020347,0.007091940826587671,0.38354285016387485,0.04223524234459559,0.12848356922367132,0.049327126073170025,1.0,,,,
handwriting,wavelet_ca_only,3,0.22888078430093858,0.016384271860583242,0.26108486305468886,0.030801691774964637,0.03220407875375027,0.038612349941199525,0.6666666666666666,0.5765147778283184,0.0001116723170778,0.0,0.0
handwriting,wavelet_dual_a_dm,3,0.24325504074644066,0.019732537781632357,0.24199277902137206,0.03953774191086419,-0.0012622617250686332,0.049463039620162685,0.6666666666666666,0.5751998125756573,0.0001116723170778,0.0014161325070498,0.0007639024120638001
natops,mba_core,3,0.920818046562416,0.012036926221405536,0.914195098436361,0.02679025973989437,-0.006622948126054934,0.014783464906647146,0.3333333333333333,,,,
natops,wavelet_ca_only,3,0.9071754589577586,0.000944070454029652,0.9128327473687028,0.01609702580145277,0.005657288410944099,0.015972738016070392,0.6666666666666666,0.897125440951883,5.7558945207529035,0.0,0.0
natops,wavelet_dual_a_dm,3,0.8963657806797004,0.027970391235025514,0.8932141148037057,0.047189963125980956,-0.0031516658759946324,0.06820955855990181,0.3333333333333333,0.8901815806333886,5.7558945207529035,5.860489926127535,5.808192223440219
