dataset,seed,status,algo,model,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1
ethanolconcentration,1,success,lraes,timesnet,0.1306616880387372,0.19319383524604938,0.06253214720731218,0.000163518782966874,5.448323062202366e-09,1.2074197201049048,0.28023063676227783,0.9999999999899997,1.1657439665283207,0.0032295831115334295,0.4,20,35,47.8580219557177,0.2016949152542373,0.2630863759896018
