epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.5317752261956533,0.5202400783697764,0.5828907787799835,0.5773434340953827,0.1871770222981771,0.14088043570518494
2,0.7000000000000001,0.30000000000000004,0.7470135887463888,0.7605787913004557,0.3320174713929494,0.3347041408220927,1.4471636215845745,1.6033522685368855
3,0.4,0.6,0.8227882186571757,0.8207129836082458,0.1998319278160731,0.2125991533199946,2.3820440769195557,2.229710102081299
4,0.5011487187214362,0.49885128127856393,0.8587034543355306,0.8720614711443583,0.15250239272912344,0.14607333143552145,2.763144572575887,2.9489259719848633
5,0.300574359360718,0.6994256406392819,0.9374624292055765,0.9226921995480856,0.08220799018939336,0.10111469030380249,3.620927890141805,3.4313233693440757
6,0.600287179680359,0.39971282031964095,0.9449489315350851,0.8970760504404703,0.06877442449331284,0.08185114587346713,3.9123998483022056,3.586669127146403
7,0.7501435898401796,0.24985641015982046,0.9471030632654825,0.9700226187705994,0.05420646940668424,0.05484397585193316,4.210265318552653,4.298569281895955
8,0.42507179492008973,0.5749282050799103,0.9585520625114441,0.9209022720654806,0.058141027887662254,0.09025413915514946,4.488213539123535,4.181320508321126
9,0.6625358974600448,0.3374641025399552,0.9692701697349548,0.9305881261825562,0.040904052555561066,0.0655107448498408,4.8428215980529785,4.318251132965088
10,0.7812679487300225,0.21873205126997758,0.9623162349065145,0.9343132376670837,0.04711107164621353,0.04930629084507624,4.846762816111247,4.478756109873454
11,0.8406339743650112,0.1593660256349888,0.9074549674987793,0.9751573999722799,0.06270863302052021,0.02999118280907472,4.296348253885905,5.077296733856201
12,0.4703169871825056,0.5296830128174944,0.9763491948445638,0.9729251662890116,0.03192240372300148,0.032827223340670265,5.116546630859375,5.052925745646159
13,0.56756371206031,0.43243628793969,0.9320611556371053,0.9395911892255148,0.050092052668333054,0.05554435650507609,4.500838915506999,4.560766935348511
14,0.37454753181481215,0.6254524681851878,0.9155451456705729,0.9513969620068868,0.059628475457429886,0.03723898467918237,4.583356062571208,4.808871428171794
15,0.23727376590740606,0.762726234092594,0.9447668194770813,0.9363971948623657,0.05645834965010484,0.05832229989270369,4.784160772959392,4.819299697875977
