epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.5419806738694509,0.5317889849344889,0.6184504826863607,0.6243178844451904,0.1942330300807953,0.1499724934498469
2,0.6923819512472034,0.30761804875279664,0.7657782435417175,0.763533373673757,0.3043985267480214,0.30004315574963886,1.5577056407928467,1.5730655988057454
3,0.6513886052752748,0.34861139472472524,0.8109380801518759,0.8196620345115662,0.20788343250751495,0.18703568478425345,2.32958976427714,2.406849225362142
4,0.40004701593978964,0.5999529840602104,0.8710172772407532,0.8486621181170145,0.1387273073196411,0.1608406404654185,3.078073024749756,2.9383134047190347
5,0.6500235079698948,0.34997649203010517,0.8531503081321716,0.905483623345693,0.14215044180552164,0.1131002406279246,2.965433438618978,3.4364775816599527
6,0.37501175398494735,0.6249882460150527,0.9425609111785889,0.9341352383295695,0.07178154836098354,0.07776998231808345,3.8158250649770102,3.6725362141927085
7,0.6092974951535759,0.3907025048464241,0.9239400426546732,0.908322830994924,0.08478910475969315,0.06100305790702502,3.809777816136678,3.842724641164144
8,0.754648747576788,0.24535125242321204,0.9770920674006144,0.9601846933364868,0.03530538703004519,0.04210309808452924,4.508135000864665,4.33860715230306
9,0.827324373788394,0.17267562621160604,0.9719047149022421,0.9642483989397684,0.03305186641712984,0.040570816646019615,4.630914370218913,4.431883335113525
10,0.8247577164839428,0.17524228351605722,0.9822114706039429,0.9774505893389384,0.026769451176126797,0.03424984651307265,4.96488889058431,4.802516460418701
11,0.7731551729448929,0.2268448270551071,0.9653671979904175,0.9535550475120544,0.046108550081650414,0.047683375577131905,4.674361228942871,4.9677809079488116
12,0.8365775864724465,0.16342241352755354,0.9788275957107544,0.9563555320103964,0.022006390616297722,0.03661796823143959,5.237078348795573,5.078383445739746
13,0.8682887932362232,0.1317112067637768,0.9745442469914755,0.9775948723157247,0.031822035710016884,0.028530403971672058,5.257813135782878,5.469814777374268
14,0.610159731350218,0.38984026864978205,0.9772506952285767,0.9712827603022257,0.038035521283745766,0.02040298655629158,5.229167779286702,5.458293120066325
15,0.6887708555643217,0.31122914443567834,0.9864745140075684,0.9873858094215393,0.02004319243133068,0.018505906996627648,5.700186411539714,5.58845329284668
