dataset,seed,candidate_total_count,step_tier_count,E_w_small,admission_small,tier_margin_mean_small,tier_transport_error_logeuc_mean_small,tier_alignment_cosine_mean_small,tier_count_small,E_w_mid,admission_mid,tier_margin_mean_mid,tier_transport_error_logeuc_mean_mid,tier_alignment_cosine_mean_mid,tier_count_mid,E_w_edge,admission_edge,tier_margin_mean_edge,tier_transport_error_logeuc_mean_edge,tier_alignment_cosine_mean_edge,tier_count_edge
natops,2,432,3,0.14291245032919442,0.0,3.6800926032093013,2.9141653419209437,0.017266506199828453,144,0.14831383144452961,0.0,3.60872854213907,2.9123987746197506,0.017766438405184697,144,0.149809243707231,0.0,3.635055686348655,2.907558067149591,0.018566386127430532,144
