dataset,label,prototype_geometry_mode,prob_tangent_version,rank_selection_mode,posterior_mode,posterior_student_dof,mdl_penalty_beta,subproto_temperature,test_acc,test_macro_f1,final_acc,local_acc,final_override_rate,helpful_override_rate,harmful_override_rate,selected_rank_distribution,mean_selected_rank,k0_fallback_rate,lw_shrinkage_alpha_mean,ppca_sigma2_mean,posterior_confidence_mean,posterior_confidence_std,posterior_confidence_q10,posterior_confidence_q50,posterior_confidence_q90,posterior_confidence_qgap,posterior_confidence_qratio,posterior_confidence_far_decay_mean,posterior_log_confidence_mean,posterior_log_confidence_std,posterior_residual_energy_mean,posterior_residual_energy_per_dim_mean,posterior_sigma2_eff_mean,run_dir,E0_acc
fingermovements,center_prob_tangent_v3_refined_probe,center_prob_tangent,v3,mdl,gaussian_dimnorm,3.0,1.0,1.0,0.52,0.5169082125603865,0.52,0.58,0.03,0.01,0.02,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 100}",4.0,0.0,0.7526147198677063,0.0032800814672373237,0.4781455486267805,0.16021197312462807,0.26548346877098083,0.4999609440565109,0.6698551297187805,0.40437166094779964,2.523151941700109,0.5218544513732195,-0.8199059037864208,0.4605095477822913,85.36218957901,0.6884047329425812,52.06145397186279,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_center_prob_tangent_refined_20260420/phaseA_probe/e2/center_prob_tangent_v3_refined_probe_fingermovements_seed1,0.61
heartbeat,center_prob_tangent_v3_refined_probe,center_prob_tangent,v3,mdl,gaussian_dimnorm,3.0,1.0,1.0,0.7414634146341463,0.679734708916728,0.7414634146341463,0.7414634146341463,0.014634146341463415,0.014634146341463415,0.0,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 205}",4.0,0.0,0.7633978785538091,0.003415639380492815,0.5633183160909983,0.16722043945497594,0.3589882731437683,0.5978024005889893,0.748286771774292,0.38929849863052374,2.084432355467547,0.43668168390900175,-0.7090773555563717,0.9743761269061335,76.83217639457888,0.6196143097266918,54.213028735649296,/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_center_prob_tangent_refined_20260420/phaseA_probe/e2/center_prob_tangent_v3_refined_probe_heartbeat_seed1,0.6731707317073171
