dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
heartbeat,1,0.7560975609756098,0.6928930968360498,204,205,61,405,405,dataset_provided_train_test_full_sequence
